"easting","northing","cityBlockNum","CU","PE","oanimal","I.NO","P.NO","open","infested","inspector","fitSet"
233666.470788,8183185.90178,1937,1,1,0,1,0,1,1,4,1
233666.886125,8182969.735391,2013,0,0,0,0,0,1,0,36,1
233667.129988,8182616.559066,116,0,1,0,1,0,1,0,42,1
233667.184811,8183057.556777,2012,0,1,0,1,0,1,0,42,1
233667.340195,8182000.441995,800,1,1,0,1,0,1,0,4,0
233667.386836,8181986.390231,49,0,0,0,0,0,0,0,36,0
233667.9707,8182134.058814,803,0,0,0,1,0,1,1,28,0
233668.39853,8182165.671615,844,0,1,0,1,0,1,1,19,0
233669.116161,8183127.944907,1939,0,1,0,1,0,1,1,46,1
233669.29777,8182200.030299,844,0,0,0,1,1,1,0,26,0
233669.510034,8183091.284515,1939,0,0,0,0,0,0,0,46,1
233669.672898,8182583.236488,116,0,1,0,1,0,1,0,36,1
233669.819714,8182487.83503,115,0,1,1,1,0,1,0,17,1
233670.846516,8182041.211405,801,1,1,1,1,0,1,0,45,0
233671.221339,8182318.444188,847,1,0,0,1,1,1,0,34,0
233671.748528,8183158.728501,1937,0,1,0,1,0,1,0,46,1
233672.607297,8182395.183859,848,0,0,1,1,1,1,0,34,0
233672.621451,8182075.409104,801,0,0,0,0,0,0,0,45,0
233672.770016,8182362.696585,848,1,0,1,0,0,1,1,18,0
233672.83958,8182445.596128,114,0,0,0,0,0,0,0,46,1
233674.355287,8183005.16006,2013,0,1,0,1,0,1,0,36,1
233674.7149,8183190.854312,1937,0,1,1,1,0,1,0,47,1
233674.788435,8182531.198232,117,0,1,1,1,0,1,0,46,1
233674.865463,8183259.410303,1935,0,1,0,1,0,1,0,46,1
233675.277297,8183063.681796,2012,1,1,0,1,0,1,1,36,1
233675.424015,8182974.690143,2013,0,1,0,1,0,1,0,11,1
233675.643915,8182577.257058,116,0,1,0,1,0,1,0,36,1
233676.133377,8182297.409554,845,1,0,0,1,0,1,0,11,0
233676.437142,8182104.682276,803,1,1,0,1,1,1,0,28,0
233676.501216,8183100.932907,1939,0,0,0,0,0,0,0,47,1
233676.858847,8182203.253947,844,0,0,0,0,0,0,0,19,0
233677.093304,8182167.225823,844,0,0,1,0,0,1,1,19,0
233677.204198,8183133.896863,1939,0,1,0,1,0,1,1,46,1
233677.291074,8182438.254104,114,0,1,0,1,0,1,0,32,1
233677.414493,8182041.65611,801,1,1,1,1,0,1,0,38,0
233678.064401,8182475.109731,115,1,1,1,1,0,1,0,46,1
233678.301228,8183046.729714,2012,0,1,0,1,0,1,0,19,1
233678.593217,8182289.026557,845,0,0,1,1,1,1,0,18,0
233678.595088,8183160.264792,1937,0,0,0,1,0,1,0,4,1
233678.969099,8182571.820402,116,0,1,0,1,0,1,0,36,1
233679.369466,8182998.778296,2013,0,1,0,1,0,1,0,42,1
233679.685084,8182279.620426,845,0,0,0,1,0,1,0,21,0
233679.694444,8182320.405198,847,0,1,0,1,0,1,1,18,0
233680.400507,8182138.346922,803,0,1,0,1,0,1,1,38,0
233680.528013,8182495.897577,115,0,1,1,1,1,1,0,44,1
233681.49986,8181986.126634,49,0,0,0,0,0,0,0,34,0
233682.487115,8182078.481347,801,1,1,1,1,0,1,1,45,0
233682.50184,8182615.556595,116,0,1,0,1,0,1,0,42,1
233682.523294,8182266.608743,845,0,1,1,1,0,1,0,21,0
233682.582858,8182430.399143,114,0,1,1,1,0,1,0,17,1
233683.06129,8182387.556812,848,0,0,0,0,0,0,0,34,0
233683.294642,8183068.487872,2012,0,0,0,0,0,0,0,38,1
233683.639229,8182980.389399,2013,0,0,0,0,0,0,0,46,1
233683.66117,8183036.156983,2012,0,1,1,1,0,1,0,36,1
233684.028819,8182204.762356,844,0,1,0,1,0,1,1,42,0
233684.22977,8183174.447124,1937,0,0,0,1,1,1,0,4,1
233684.26925,8182255.148126,845,0,1,0,1,1,1,0,34,0
233684.47002,8182445.436273,114,0,0,0,0,0,0,0,32,1
233684.910225,8183140.179205,1939,0,0,0,1,0,1,1,6,1
233685.591447,8182361.207916,848,0,1,0,1,1,1,0,4,0
233685.683343,8182042.134083,801,0,1,0,1,1,1,0,28,0
233685.751096,8183102.75817,1939,0,0,0,0,0,0,0,47,1
233685.865261,8182993.350085,2013,0,1,0,1,0,1,1,42,1
233685.877194,8182565.890456,116,1,1,1,1,0,1,1,28,1
233686.035702,8182167.283875,844,0,0,1,1,1,1,1,23,0
233688.240862,8183201.322123,1941,0,1,0,1,0,1,0,22,1
233688.776931,8182107.693406,803,0,1,0,1,0,1,1,4,0
233688.882524,8183167.067816,1937,0,0,0,1,1,1,0,47,1
233688.895209,8182322.298559,847,0,1,0,1,0,1,1,18,0
233689.822094,8182606.769809,116,0,1,0,1,1,1,1,42,1
233689.88915,8181967.737525,49,0,0,0,0,0,0,0,45,0
233690.230758,8182337.734391,847,1,1,0,0,0,1,1,21,0
233690.513873,8182507.07268,115,0,0,0,1,1,1,0,34,1
233690.583544,8183074.572195,2012,0,0,0,0,0,0,0,35,1
233690.844639,8183268.62725,1935,1,1,1,0,0,1,0,6,1
233690.968633,8183043.679857,2012,0,1,0,1,0,1,0,36,1
233691.651715,8182483.166827,115,0,0,0,0,0,0,0,44,1
233691.898619,8182985.227048,2013,0,1,1,1,0,1,1,42,1
233692.107486,8182141.857291,803,0,0,0,0,0,0,0,40,0
233692.864501,8182555.965875,116,1,1,0,1,0,1,1,42,1
233693.094644,8182027.312787,800,0,0,0,1,1,1,0,28,0
233693.346852,8182205.913479,844,0,0,0,0,0,0,0,19,0
233693.566398,8181984.828035,49,0,0,0,0,0,0,0,18,0
233693.631233,8182017.376053,800,0,0,0,0,0,0,0,1,0
233693.966805,8182082.497762,801,0,0,0,0,0,0,0,40,0
233694.402755,8182045.24236,801,0,1,1,0,0,1,0,38,0
233694.55329,8183108.626511,1939,0,0,0,0,0,0,0,6,1
233695.033024,8182450.902715,114,0,0,0,0,0,0,0,17,1
233695.067811,8182323.568507,847,0,1,0,1,0,1,0,2,0
233695.118559,8183192.768699,1941,0,1,0,1,1,1,0,39,1
233695.657603,8182009.374139,800,0,0,0,0,0,1,0,4,0
233696.160647,8182382.592767,848,0,0,0,1,0,1,0,21,0
233696.487856,8182299.45953,846,0,0,0,1,1,1,0,34,0
233696.521787,8182171.831769,844,0,1,0,1,0,1,0,19,0
233696.529544,8182000.497703,800,0,1,0,1,1,1,0,28,0
233696.683509,8183050.870623,2012,0,1,0,1,1,1,1,31,1
233697.339255,8183147.966481,1939,0,1,0,1,1,1,0,47,1
233697.92119,8182544.965636,116,1,1,0,1,0,1,0,36,1
233698.308941,8182363.074848,848,0,0,0,1,0,1,0,21,0
233698.479036,8183022.223531,2006,0,1,0,1,0,1,1,36,1
233698.822713,8183080.483466,2012,0,1,0,1,0,1,0,26,1
233699.203424,8183272.550862,1935,1,1,0,1,1,1,1,4,1
233699.927315,8182325.473528,847,0,0,0,1,0,1,1,2,0
233700.191066,8182207.137169,844,0,0,0,0,0,0,0,23,0
233701.053936,8182425.46975,114,0,0,0,1,1,1,0,34,1
233701.118724,8182589.905469,116,0,0,0,0,0,0,0,46,1
233701.361126,8182145.356848,803,0,1,1,1,0,1,1,47,0
233701.484824,8183114.817011,1939,0,0,0,0,0,0,0,4,1
233701.498138,8183210.201887,1941,0,1,1,1,0,1,0,17,1
233702.282049,8182489.525955,115,0,1,0,1,0,1,0,17,1
233702.489791,8182110.78377,803,0,0,0,0,0,0,0,4,0
233703.205554,8181983.150857,49,0,0,0,0,0,0,0,45,0
233703.505333,8182173.550264,844,0,1,0,1,0,1,0,42,0
233703.544524,8183014.303377,2006,1,1,0,1,0,1,1,36,1
233703.663313,8182304.580774,846,0,0,0,0,0,0,0,34,0
233704.0592,8182287.244277,846,0,0,0,0,0,0,0,11,0
233704.501764,8183178.934538,1941,0,0,0,0,0,0,0,7,1
233704.999744,8183055.716038,2012,1,1,1,1,0,1,1,47,1
233706.0714,8182278.298587,846,0,1,1,1,1,1,0,34,0
233706.093621,8182534.344881,116,0,0,0,0,0,0,0,44,1
233706.185221,8183277.421762,1935,0,1,0,1,0,1,0,46,1
233706.368038,8182029.311853,799,0,0,0,0,0,0,0,28,0
233706.583471,8182269.342686,846,0,0,0,0,0,0,0,18,0
233706.647867,8182146.053657,803,0,0,0,1,0,1,0,4,0
233706.651109,8182084.130353,801,1,1,1,1,0,1,0,28,0
233706.810117,8183087.766434,2012,0,0,1,1,0,1,0,36,1
233706.825975,8182456.994769,114,0,0,0,1,0,1,0,17,1
233706.87078,8183139.488873,1939,0,1,0,1,0,1,1,6,1
233707.259673,8182379.716191,848,0,1,0,1,0,1,0,18,0
233707.485988,8182020.666768,799,0,1,0,1,0,1,0,45,0
233707.884332,8182326.985828,847,0,0,0,1,1,1,0,34,0
233708.071135,8183213.386635,1941,0,0,1,1,0,1,0,7,1
233708.212186,8182581.422448,116,0,1,1,1,0,1,1,28,1
233708.338364,8182208.493645,844,0,0,0,0,0,0,0,26,0
233708.417983,8183005.159061,2006,0,1,1,1,0,1,1,36,1
233708.692123,8182365.322372,848,1,0,1,1,0,1,0,11,0
233708.86835,8182048.160648,801,1,0,0,1,1,1,0,28,0
233709.170557,8182251.4795,846,0,0,0,0,0,0,0,2,0
233709.246351,8181966.634069,49,0,1,1,1,1,1,0,45,0
233709.310862,8182064.60947,801,0,0,0,1,1,1,0,28,0
233709.814156,8182261.154978,846,0,1,1,1,0,1,0,18,0
233710.537673,8182172.699873,844,0,1,0,0,0,1,1,23,0
233710.620463,8182342.430279,847,1,1,1,1,0,1,1,2,0
233710.814215,8182238.351491,846,0,1,0,1,0,1,0,2,0
233710.841602,8182008.700032,799,0,1,0,1,0,1,0,1,0
233710.915865,8183186.506705,1941,0,1,0,1,1,1,0,39,1
233711.04226,8182523.136492,116,0,0,0,0,0,0,0,32,1
233711.165323,8182415.629248,114,0,0,0,0,0,0,0,44,1
233711.95078,8182111.315884,803,1,1,1,0,0,1,1,28,0
233712.087409,8183131.859755,1939,0,0,0,0,0,0,0,4,1
233712.48793,8182997.026543,2006,0,0,0,1,0,1,1,36,1
233712.868195,8183061.447941,2012,0,0,0,1,1,1,1,35,1
233713.018541,8183283.843173,1935,0,0,0,0,0,0,0,4,1
233714.503045,8183218.213442,1941,0,1,0,1,0,1,1,7,1
233714.580077,8181999.245725,799,0,1,1,1,0,1,0,45,0
233714.707499,8182146.638952,803,0,0,0,0,0,0,0,1,0
233715.110088,8182574.799498,116,0,1,0,1,0,1,1,11,1
233715.419445,8181982.443234,49,0,0,0,0,0,0,0,28,0
233715.5439,8182050.520298,801,0,0,0,1,0,1,0,4,0
233715.586917,8182328.007188,847,0,1,0,1,1,1,1,34,0
233716.046715,8183092.568925,2012,0,1,0,1,0,1,1,36,1
233716.189281,8182032.39905,799,1,1,0,1,0,1,0,38,0
233716.915487,8182310.189237,846,0,1,0,1,0,1,0,2,0
233716.972542,8182174.29622,844,1,0,1,1,0,1,1,42,0
233717.233194,8183126.091025,1939,0,0,0,0,0,0,0,46,1
233717.883652,8182336.451419,847,0,0,1,1,0,1,0,18,0
233718.158316,8182461.525064,114,0,0,0,0,0,0,0,44,1
233718.226517,8182241.236798,846,0,1,0,1,1,1,0,34,0
233718.844935,8182211.821313,844,0,0,0,0,0,0,0,36,0
233718.857381,8183160.447138,1940,0,0,0,0,0,0,0,14,1
233719.8112,8182300.188579,846,0,0,0,0,0,0,0,18,0
233719.99819,8182291.502663,846,0,0,0,0,0,0,0,2,0
233720.406249,8183192.71742,1941,0,1,1,1,0,1,0,48,1
233720.531972,8181563.469438,1006,0,1,0,1,1,1,0,4,0
233721.631011,8182282.621144,846,0,0,0,0,0,0,0,18,0
233721.921751,8183065.135483,2012,0,0,0,0,0,0,0,38,1
233722.072443,8182273.713874,846,0,0,0,0,0,0,0,2,0
233722.109851,8183227.040661,1941,0,1,0,1,1,1,1,39,1
233722.122331,8182531.385541,116,0,0,0,1,0,1,0,11,1
233722.454583,8182025.248599,799,0,1,0,0,0,1,0,1,0
233723.462845,8183290.327433,1935,0,0,0,1,0,1,0,46,1
233723.688283,8182411.650231,114,0,0,0,0,0,0,0,7,1
233723.93312,8182266.006034,846,0,0,0,0,0,0,0,11,0
233723.961496,8182563.965526,116,0,0,0,0,0,0,0,17,1
233724.331185,8183151.696223,1940,0,0,0,1,0,1,0,14,1
233724.79183,8183098.253375,2012,0,1,0,1,0,1,0,11,1
233724.86311,8182113.953419,803,0,1,0,1,1,1,0,4,0
233725.522065,8182151.379025,803,0,0,0,1,0,1,0,1,0
233726.230511,8182241.39927,846,0,1,0,1,0,1,0,11,0
233726.479826,8182177.868175,844,0,0,0,0,0,0,0,42,0
233726.862039,8182256.355069,846,0,0,0,0,0,0,0,18,0
233726.964181,8181490.554103,1057,0,0,0,1,0,1,0,33,0
233727.022197,8181421.275346,1058,0,1,1,1,1,1,0,1,0
233727.369926,8183270.15826,1935,0,1,0,1,0,1,1,47,1
233728.094136,8181472.252137,1057,1,1,1,0,0,1,0,27,0
233728.587493,8182500.221096,113,0,0,0,0,0,0,0,17,1
233728.613425,8183198.621083,1941,1,1,1,1,0,1,1,22,1
233729.104226,8183073.871481,2012,0,1,0,1,0,1,0,19,1
233729.213066,8182377.88379,780,0,1,1,0,0,1,0,46,0
233729.538449,8183101.752067,2012,0,0,0,0,0,1,1,22,1
233729.649742,8181982.614915,49,0,0,0,1,0,1,0,22,0
233729.702421,8182088.686253,802,1,1,1,1,0,1,1,38,0
233729.884575,8181439.667095,1058,0,1,0,1,1,1,0,33,0
233729.974626,8183230.477732,1941,0,1,0,1,0,1,1,14,1
233730.335565,8182439.336603,114,0,0,0,0,0,0,0,32,1
233730.704054,8182013.208139,799,0,0,0,0,0,0,0,40,0
233730.803636,8182555.559451,116,0,1,0,1,0,1,0,11,1
233731.197253,8182595.152914,98,0,1,0,1,0,1,0,4,1
233731.199072,8182000.575428,799,0,1,1,1,0,1,0,1,0
233731.687184,8182537.197638,116,0,0,0,0,0,0,0,32,1
233731.74952,8183027.15516,2006,0,0,0,0,0,0,0,39,1
233732.059286,8183140.416889,1940,0,1,0,1,0,1,0,17,1
233732.95464,8182372.085632,780,0,1,0,1,0,1,0,46,0
233733.088932,8182242.849933,846,0,0,0,1,1,1,0,34,0
233733.381446,8182491.865369,113,1,0,0,1,0,1,0,42,1
233733.381843,8182181.0372,844,0,0,0,1,1,1,0,23,0
233733.428483,8182403.5415,114,0,1,0,1,1,1,0,44,1
233733.77919,8182218.534159,844,0,0,0,1,0,1,0,36,0
233733.790913,8183104.520994,2012,0,0,1,1,0,1,0,42,1
233734.247197,8181577.413033,1006,0,0,0,0,0,0,0,38,0
233734.855353,8181412.5778,1058,0,1,1,1,0,1,0,18,0
233735.133574,8182364.038583,780,1,1,1,1,0,1,1,47,0
233735.141277,8183295.713845,1935,0,0,0,1,0,1,0,46,1
233735.320268,8182209.221258,844,1,0,0,1,0,1,0,36,0
233735.627813,8182355.34569,780,1,1,0,1,0,1,1,46,0
233735.810479,8183203.335938,1941,1,0,0,1,0,1,1,39,1
233736.123328,8182347.069236,780,0,1,0,1,1,1,0,29,0
233736.469418,8181490.041607,1057,0,1,1,1,1,1,1,12,0
233736.929548,8182200.565362,844,1,1,0,0,0,1,1,23,0
233736.993126,8181472.730161,1057,0,1,1,1,0,1,1,12,0
233737.159767,8182427.675784,114,1,0,1,1,0,1,0,46,1
233737.53632,8182153.702625,803,1,0,1,1,0,1,1,47,0
233737.766884,8182117.477392,803,0,0,0,1,0,1,0,4,0
233737.856683,8183174.201159,1940,0,0,0,0,0,0,0,48,1
233738.343701,8183078.026303,2012,0,0,0,1,0,1,0,19,1
233738.471911,8182340.335972,780,0,1,1,1,1,1,0,29,0
233739.284042,8183236.315918,1941,0,1,0,1,0,1,0,14,1
233739.285153,8182543.072931,116,0,1,0,1,0,1,0,36,1
233739.589645,8183144.748879,1940,0,0,0,0,0,1,1,48,1
233739.984385,8182509.335033,113,0,0,0,0,0,0,0,32,1
233740.04812,8181404.916377,1058,0,0,0,1,0,1,0,23,0
233740.365432,8182332.951324,780,0,1,0,1,0,1,0,47,0
233740.574834,8181431.879042,1058,0,1,0,1,0,1,1,27,0
233740.895041,8182067.687038,802,0,1,0,1,1,1,1,1,0
233742.391259,8183108.020996,2012,0,0,0,0,0,1,0,36,1
233742.653896,8182056.577953,802,0,0,0,1,0,1,1,4,0
233742.720384,8182483.825334,113,0,1,1,1,0,1,1,21,1
233743.018435,8182089.662611,802,0,1,1,1,0,1,0,40,0
233743.034948,8183049.349191,2006,0,1,0,1,0,1,0,36,1
233743.039868,8182184.755289,844,0,1,0,1,1,1,0,23,0
233743.222562,8182320.453214,780,0,1,0,1,0,1,0,47,0
233744.161856,8183210.825209,1941,0,1,1,1,0,1,1,14,1
233744.472436,8182309.559454,780,0,1,1,1,0,1,0,29,0
233744.625469,8181960.785309,49,0,1,1,1,1,1,0,39,0
233745.404608,8182599.237373,98,0,1,0,1,0,1,0,4,1
233745.754115,8182039.739464,798,0,0,0,0,0,0,0,28,0
233746.156094,8181984.807525,49,0,1,0,1,0,1,0,14,0
233746.202584,8182286.99918,780,0,0,0,1,1,1,0,29,0
233746.607598,8182300.845401,780,1,1,0,1,0,1,0,46,0
233746.991947,8182033.438628,798,0,0,0,0,0,0,0,1,0
233747.089258,8182026.091492,798,0,0,1,0,0,1,0,38,0
233747.276239,8183241.846151,1941,0,1,0,1,0,1,1,48,1
233747.599323,8181472.651269,1057,1,1,1,0,0,1,1,23,0
233747.692692,8183081.994525,2012,0,0,0,1,0,1,0,19,1
233747.734752,8182474.595842,113,0,1,1,1,0,1,0,28,1
233747.848752,8181488.258326,1057,0,1,0,0,0,1,1,12,0
233748.397553,8182120.355255,803,0,1,1,0,0,1,1,1,0
233748.470665,8183151.608625,1940,0,1,0,1,0,1,0,22,1
233749.019029,8183113.335445,2012,1,1,0,1,0,1,0,26,1
233749.315128,8183181.693958,1940,0,0,0,1,1,1,0,48,1
233749.39177,8182351.644362,780,0,0,0,1,0,1,1,6,0
233749.419467,8182570.278736,98,0,0,0,0,0,0,0,4,1
233749.479369,8181424.997852,1058,0,0,1,1,0,1,1,27,0
233750.09194,8182159.741494,803,0,1,1,1,1,1,1,40,0
233751.326554,8182020.434221,798,0,0,0,1,0,1,1,40,0
233751.583024,8182014.007907,798,0,1,0,1,0,1,0,1,0
233752.038648,8183055.663673,2006,0,0,1,1,0,1,0,26,1
233752.101067,8182397.437809,114,0,1,0,1,0,1,0,17,1
233752.267713,8182000.638754,798,0,1,1,1,0,1,0,40,0
233752.335364,8181536.297969,1056,0,0,1,1,0,1,0,12,0
233753.186197,8183215.848576,1941,1,0,0,1,0,1,1,39,1
233753.325693,8182733.566456,2061,0,1,1,1,0,1,0,46,1
233753.558003,8181407.17331,1058,0,1,0,1,0,1,0,33,0
233754.504273,8183089.133367,2012,0,1,0,1,0,1,1,19,1
233754.676332,8183034.10237,2006,1,1,0,1,1,1,1,4,1
233754.849457,8182142.5013,803,0,0,0,0,0,0,0,28,0
233755.136913,8183249.680286,1941,0,0,0,0,0,0,0,7,1
233755.40917,8182089.668203,802,0,0,0,1,0,1,0,40,0
233755.557997,8183120.516971,2012,0,0,0,1,1,1,0,26,1
233755.821168,8181486.321657,1057,1,0,1,1,0,1,0,1,0
233756.22542,8182602.88934,98,0,0,0,0,0,0,0,4,1
233757.422128,8182519.846564,113,0,0,0,0,0,1,0,42,1
233757.441673,8182214.454515,782,0,1,0,1,0,1,0,46,0
233758.610036,8181985.552487,49,0,1,0,0,0,1,0,48,0
233758.633056,8182469.362516,113,0,1,0,1,1,1,0,28,1
233758.769424,8181468.31577,1057,0,0,0,0,0,1,1,23,0
233758.909772,8183188.577185,1940,0,1,1,1,1,1,1,7,1
233759.516134,8182122.621593,803,0,0,0,0,0,0,0,45,0
233759.699171,8183156.571972,1940,0,1,0,1,1,1,0,39,1
233760.482899,8182559.346217,98,0,1,1,1,1,1,0,4,1
233760.580482,8183222.540173,1941,0,1,1,1,0,1,0,7,1
233760.86088,8183060.572069,2006,0,0,0,0,0,0,0,4,1
233761.092048,8182448.449817,112,0,0,0,0,0,0,0,34,1
233761.315674,8181374.894096,1059,1,1,1,0,0,1,1,23,0
233761.702873,8182356.954761,781,0,1,0,1,0,1,0,6,0
233762.098989,8181543.533173,1056,0,1,1,1,1,1,0,1,0
233762.428477,8182737.895961,2061,0,1,1,0,0,1,0,46,1
233762.698125,8182001.248792,798,0,0,0,0,0,0,0,28,0
233762.906259,8182201.055755,782,0,1,0,1,0,1,0,46,0
233763.068146,8183095.535221,2012,0,0,1,1,0,1,0,38,1
233763.116766,8181413.531936,1058,0,1,0,1,0,1,0,33,0
233763.601501,8182622.592657,98,1,1,0,1,0,1,0,45,1
233763.807689,8181482.277252,1057,0,1,1,1,0,1,1,1,0
233763.903542,8181531.797844,1056,1,0,1,1,1,1,0,1,0
233764.066384,8183254.169345,1941,1,1,1,1,0,1,1,22,1
233764.51262,8183038.778967,2006,1,1,0,1,0,1,1,36,1
233765.129414,8182375.600968,781,1,0,0,1,1,1,0,31,0
233765.15063,8181461.640786,1057,0,0,0,1,0,1,0,23,0
233765.326741,8183125.475137,2012,0,0,0,1,0,1,1,42,1
233765.4624,8182346.942639,781,0,1,1,1,1,1,0,29,0
233765.655366,8182094.932167,802,0,1,0,1,0,1,0,40,0
233765.734878,8182193.814116,782,1,0,1,1,0,1,0,6,0
233766.344025,8182076.859936,802,1,1,1,1,0,1,1,4,0
233766.409325,8182438.76904,112,1,1,1,1,0,1,0,11,1
233766.677668,8182676.436857,2062,0,0,0,1,1,1,0,4,1
233767.033251,8183162.865258,1940,0,1,0,1,0,1,0,48,1
233767.254894,8183194.674356,1940,0,0,1,1,0,1,0,48,1
233767.38179,8182187.460502,782,0,0,0,1,1,1,0,31,0
233767.557384,8182336.258647,781,0,1,0,1,1,1,0,29,0
233767.676256,8182997.04394,2005,1,0,0,1,0,1,1,46,1
233767.798345,8182613.023138,98,0,1,0,1,0,1,0,45,1
233768.029968,8181380.618131,1059,0,1,0,0,1,1,0,27,0
233768.71023,8182498.495015,113,0,1,1,1,0,1,1,21,1
233768.844858,8182262.800191,782,0,1,0,1,0,1,0,6,0
233769.218754,8183225.851178,1941,1,0,0,1,0,1,0,48,1
233769.249748,8182428.208485,112,0,0,0,1,0,1,0,21,1
233769.315482,8182063.766153,802,0,0,1,1,0,1,1,28,0
233769.388708,8182686.830942,2062,0,1,0,1,1,1,0,4,1
233769.538776,8182318.304445,781,0,0,0,1,0,1,0,29,0
233769.601387,8183065.866899,2006,0,1,0,1,1,1,0,26,1
233769.64055,8182697.975136,2062,0,0,0,0,0,0,0,4,1
233769.970661,8182361.372308,781,0,1,0,1,1,1,0,29,0
233770.049998,8182285.831333,782,0,0,0,0,0,0,0,46,0
233770.286067,8181524.308033,1056,1,1,0,1,1,1,0,1,0
233770.689102,8182180.092352,782,0,1,0,1,0,1,0,47,0
233770.955014,8182274.454347,782,1,1,1,1,0,1,0,31,0
233771.394015,8182604.651336,98,1,1,0,1,0,1,0,2,1
233771.436871,8183100.975518,2012,0,1,1,1,0,1,0,42,1
233771.675476,8181454.897697,1057,0,1,0,0,0,1,1,1,0
233772.415749,8181477.922602,1057,0,1,1,1,1,1,0,1,0
233772.424601,8182706.842758,2062,1,1,0,1,1,1,0,38,1
233772.647845,8182173.939985,782,0,1,1,1,1,1,0,29,0
233772.735646,8181550.129026,1056,0,0,0,0,0,1,0,33,0
233772.754139,8181986.997812,49,0,0,0,0,0,1,0,48,0
233772.904174,8183044.045038,2006,0,1,1,0,0,1,0,46,1
233773.20785,8182418.871072,112,0,0,0,1,0,1,0,32,1
233773.717191,8182251.775619,782,0,1,1,1,1,1,0,31,0
233773.911073,8182715.718392,2062,0,0,1,1,1,1,0,38,1
233774.1059,8182164.192692,782,1,0,0,1,0,1,0,6,0
233774.158308,8182567.999239,98,1,1,0,1,0,1,0,4,1
233774.242162,8183132.027153,2012,0,1,0,1,0,1,1,42,1
233774.260652,8183199.056376,1940,0,0,0,0,0,0,0,22,1
233774.355385,8182005.712373,798,1,0,0,1,0,1,1,1,0
233774.413016,8182046.122235,798,0,1,1,1,0,1,1,40,0
233774.66484,8182351.654323,781,0,0,0,0,0,0,0,31,0
233774.746889,8183168.053116,1940,1,1,0,1,1,1,0,22,1
233775.162701,8182988.439015,2005,0,1,1,1,1,1,1,31,1
233775.518176,8181387.444483,1059,0,0,0,1,1,1,0,12,0
233775.815861,8182480.337678,113,0,0,0,0,0,0,0,46,1
233776.101071,8182152.069372,782,0,1,0,1,0,1,0,6,0
233776.205908,8182157.490009,782,0,0,0,0,0,0,0,29,0
233776.221367,8183073.222764,2006,0,0,0,0,0,1,0,42,1
233776.267598,8182243.163409,782,0,1,0,1,0,1,0,46,0
233776.92372,8182591.584385,98,0,0,0,0,0,0,0,18,1
233777.056504,8182235.428605,782,1,1,0,1,0,1,0,6,0
233777.135964,8181359.00262,1059,0,1,1,1,0,1,0,27,0
233777.710651,8183232.496237,1941,1,1,0,1,0,1,1,48,1
233778.047502,8182742.194688,2061,0,0,1,1,0,1,1,4,1
233778.089779,8182407.206142,112,0,0,1,1,0,1,0,28,1
233778.161716,8182342.522851,781,0,1,1,1,1,1,0,29,0
233778.257662,8181515.939031,1056,1,0,1,1,0,1,0,23,0
233778.556303,8181447.373488,1057,0,1,0,1,0,1,1,23,0
233778.987039,8181472.992853,1057,0,0,1,1,1,1,1,33,0
233779.143139,8182145.450562,782,0,0,1,1,0,1,0,31,0
233779.193089,8182039.11274,798,0,1,0,1,0,1,0,1,0
233780.044692,8181541.845411,1056,1,0,0,0,0,1,0,12,0
233780.064889,8183104.842702,2012,0,0,0,1,0,1,0,42,1
233780.305663,8181635.663438,1006,0,0,0,0,0,0,0,45,0
233780.440053,8183174.112347,1940,0,0,1,1,0,1,0,7,1
233780.690839,8182226.847615,782,0,1,1,1,0,1,0,47,0
233780.920197,8182981.784964,2005,0,1,1,1,0,1,1,36,1
233781.179905,8182682.385524,2062,1,0,0,1,0,1,0,38,1
233781.427675,8183004.324037,2005,0,1,0,1,0,1,0,19,1
233781.623175,8182128.836653,785,0,1,0,1,1,1,1,31,0
233781.635279,8183205.258299,1940,0,1,1,1,0,1,0,17,1
233782.137851,8182033.591878,798,0,1,1,1,0,1,0,28,0
233782.404343,8181394.169046,1059,0,1,0,1,0,1,1,23,0
233783.010377,8183049.235218,2006,0,0,0,1,1,1,0,23,1
233783.123942,8182005.777824,798,0,1,0,1,0,1,0,40,0
233783.471908,8182026.550189,798,0,0,0,1,0,1,0,1,0
233783.636607,8182330.175922,781,1,1,0,1,0,1,0,6,0
233783.683853,8183136.162738,2012,0,0,0,0,0,1,1,19,1
233783.811267,8181989.841215,49,0,0,0,0,0,0,0,28,0
233783.815671,8181438.289862,1057,0,1,0,1,1,1,1,1,0
233783.93946,8182217.476434,782,0,1,0,1,1,1,0,46,0
233784.385401,8182694.434155,2062,0,0,0,0,0,0,0,46,1
233784.571109,8181365.179632,1059,0,1,0,1,1,1,0,23,0
233784.635434,8181509.094105,1056,0,1,0,1,1,1,0,23,0
233784.934223,8183079.197708,2006,0,0,0,0,0,0,0,38,1
233785.095565,8182118.532309,785,0,0,0,1,1,1,1,29,0
233785.418587,8182576.889881,98,0,1,1,1,0,1,0,2,1
233785.804558,8181467.65786,1057,0,1,0,1,1,1,1,33,0
233785.898515,8181536.01323,1056,0,1,1,1,0,1,0,23,0
233786.013789,8182463.062175,112,1,1,1,1,0,1,0,11,1
233786.229353,8182017.779683,798,0,0,0,0,0,1,0,40,0
233786.233568,8182973.042807,2005,0,0,0,0,0,0,0,7,1
233786.235394,8182387.881593,111,0,1,1,1,0,1,0,42,1
