"easting","northing","cityBlockNum","CU","PE","oanimal","I.NO","P.NO","open","infested","inspector","fitSet"
232212.384837,8183480.870342,531,0,0,0,0,0,0,0,46,0
232216.598153,8183940.655548,504,0,0,0,0,0,1,0,20,0
232217.143547,8183912.636089,509,0,0,0,0,0,0,0,48,0
232218.93767,8183396.88047,693,1,1,0,1,0,1,0,11,0
232219.034255,8183476.707373,531,0,0,0,0,0,0,0,38,0
232220.262782,8183319.992099,694,0,1,0,1,1,1,0,4,0
232220.648737,8183784.741804,521,0,1,0,1,1,1,0,29,0
232221.318336,8183363.952794,693,1,0,0,1,0,1,0,46,0
232222.348529,8183941.156475,504,0,1,1,0,0,1,1,35,0
232223.781201,8183536.159443,529,0,1,0,1,0,1,0,42,0
232223.802932,8183870.182407,509,0,0,0,0,0,0,0,35,0
232226.015225,8183472.52228,531,0,1,0,1,0,1,0,36,0
232226.414829,8183392.206712,693,0,1,1,1,0,1,0,43,0
232226.58073,8183431.845503,531,0,0,1,1,0,1,0,21,0
232227.506332,8183445.834401,531,0,0,0,0,0,0,0,46,0
232228.02391,8183459.32008,531,1,0,1,1,0,1,0,46,0
232229.764099,8183915.252417,509,0,1,1,1,0,1,0,45,0
232229.893131,8183941.836988,504,0,0,0,1,1,1,0,43,0
232231.998006,8183355.192213,693,0,0,0,0,0,0,0,6,0
232235.817408,8183612.955951,527,0,0,0,0,0,0,0,34,0
232236.037799,8183943.885026,504,0,1,1,0,0,1,1,32,0
232236.265444,8182791.489736,957,0,0,0,0,1,1,0,39,0
232236.36209,8183916.289246,509,0,0,1,1,0,1,0,45,0
232237.021793,8183385.98912,693,0,0,1,1,0,1,0,43,0
232238.491953,8183317.122288,694,1,1,1,1,1,1,0,28,0
232242.886945,8183784.50702,521,0,1,0,1,1,1,1,29,0
232242.920153,8183381.573306,693,0,1,0,1,1,1,0,3,0
232243.206023,8183346.122354,693,0,0,0,1,1,1,0,28,0
232243.550298,8183944.252143,504,0,1,0,1,0,1,0,39,0
232245.1258,8183871.616633,509,1,1,0,1,0,1,1,49,0
232245.550117,8183411.363363,532,0,0,0,0,0,0,0,38,0
232245.99258,8183524.330922,528,1,1,0,1,0,1,0,21,0
232246.101494,8183541.348317,528,0,0,0,0,0,0,0,38,0
232246.383262,8183917.832898,509,0,0,0,1,0,1,0,49,0
232246.669027,8183319.546803,694,1,1,0,1,1,1,0,28,0
232247.430663,8182820.133716,957,0,0,0,0,0,0,0,20,0
232248.171724,8183530.083316,528,1,0,0,1,1,1,0,2,0
232248.561102,8183506.476039,528,0,0,0,0,0,0,0,36,0
232248.882415,8183495.95551,528,0,0,0,0,0,0,0,34,0
232248.966178,8183476.42013,528,1,1,0,1,0,1,0,46,0
232249.198614,8183455.565778,528,0,0,0,0,0,0,0,3,0
232249.832043,8183515.713084,528,0,0,0,0,0,0,0,46,0
232250.579615,8183435.507712,528,1,1,1,1,0,1,0,36,0
232250.716744,8183375.985899,693,0,1,0,1,1,1,0,29,0
232251.266746,8183945.06851,504,0,1,0,1,0,1,0,32,0
232251.391631,8183465.669765,528,0,1,0,1,0,1,0,11,0
232252.206892,8183841.950638,521,0,1,0,1,0,1,0,46,0
232252.983995,8183486.032158,528,0,1,0,1,1,1,0,34,0
232253.588502,8183617.780532,527,0,0,0,0,0,0,0,36,0
232253.963451,8183446.080731,528,0,0,0,0,0,0,0,21,0
232256.398533,8183948.204843,504,0,1,0,1,1,1,1,43,0
232257.595781,8183917.179725,509,1,1,0,1,0,1,1,28,0
232258.015797,8183341.494379,693,0,0,0,0,0,0,0,6,0
232258.018094,8183371.672756,693,0,0,0,1,0,1,0,6,0
232258.114393,8183538.430715,528,0,0,0,1,0,1,0,3,0
232258.929752,8183318.005547,694,0,0,0,0,0,0,0,29,0
232261.971599,8183401.314195,532,0,0,0,0,0,0,0,46,0
232264.609483,8183368.866443,693,0,0,0,1,0,1,0,46,0
232266.273268,8183919.936485,509,0,0,0,0,0,0,0,48,0
232266.881756,8183536.685588,528,0,1,0,1,0,1,0,3,0
232267.587105,8183320.426552,694,0,0,0,0,0,0,0,4,0
232267.941885,8183948.508018,504,0,0,1,1,0,1,0,20,0
232268.684539,8183841.113884,521,0,0,1,1,1,1,0,27,0
232269.46174,8183866.015548,509,0,0,0,0,0,0,0,45,0
232269.896955,8183786.565487,521,0,0,0,0,0,0,0,6,0
232270.881544,8182836.66858,957,1,1,0,1,1,1,0,20,0
232273.127726,8183363.75297,693,0,1,0,1,1,1,0,28,0
232274.016072,8182828.941881,957,0,0,0,1,0,1,0,20,0
232274.691737,8183400.014398,532,0,0,0,0,0,0,0,36,0
232275.045415,8183619.151825,527,0,0,0,0,0,0,0,46,0
232275.31484,8183951.773056,504,0,1,0,1,0,1,1,39,0
232275.503425,8183342.691926,693,1,1,0,1,0,1,0,46,0
232276.913463,8183920.5475,509,0,0,1,1,1,1,0,48,0
232277.353624,8182822.126402,957,0,1,0,1,0,1,0,39,0
232278.10776,8183320.488737,694,0,0,0,0,0,0,0,28,0
232280.431645,8183358.544738,693,0,1,1,1,1,1,0,29,0
232281.302423,8183538.703794,528,0,0,0,0,0,0,0,36,0
232281.997641,8183508.338717,528,0,0,0,0,0,0,0,21,0
232282.514185,8183514.824404,528,0,0,0,1,0,1,0,36,0
232283.028143,8182815.050344,957,0,0,0,0,0,0,0,43,0
232283.038439,8183392.442494,532,0,1,0,1,0,1,0,36,0
232283.167198,8183530.419126,528,0,0,0,0,0,0,0,46,0
232283.253324,8183953.612553,504,0,0,1,1,0,1,0,39,0
232283.934211,8183522.085925,528,0,0,0,0,0,0,0,38,0
232284.223482,8183497.520095,528,0,0,0,0,0,0,0,3,0
232285.509817,8183458.005542,528,0,0,0,0,0,0,0,36,0
232285.541903,8183620.730961,527,0,0,0,0,0,0,0,38,0
232285.576959,8183467.455217,528,0,0,0,0,0,0,0,38,0
232285.762831,8182849.096723,960,0,0,0,1,0,1,0,20,0
232286.31174,8183488.012647,528,0,0,0,0,0,0,0,34,0
232286.363832,8183449.283435,528,0,1,0,1,1,1,0,46,0
232286.655042,8182807.229099,957,0,1,1,0,0,1,0,32,0
232287.106138,8183322.44596,694,0,1,0,1,0,1,0,3,0
232287.171777,8183480.131258,528,0,0,0,0,0,0,0,36,0
232287.250136,8183472.105748,528,0,0,0,0,0,0,0,46,0
232287.345134,8183438.3445,528,0,0,1,1,1,1,0,42,0
232287.353734,8183924.058359,509,0,0,1,1,0,1,0,35,0
232287.893573,8183955.033522,504,0,0,0,1,0,1,0,32,0
232288.976964,8183838.393059,521,0,0,0,0,0,0,0,4,0
232290.343762,8182843.184532,960,0,0,0,0,0,0,0,39,0
232290.918629,8183865.531918,509,0,0,0,0,0,0,0,49,0
232291.027369,8183413.193867,532,0,0,0,0,0,0,0,21,0
232293.022541,8183955.63792,504,0,0,0,1,0,1,0,39,0
232293.271453,8182796.835695,957,0,0,1,1,0,1,0,20,0
232293.644091,8183323.099557,694,0,0,0,1,1,1,0,29,0
232296.05701,8183926.114377,509,0,1,1,1,0,1,0,45,0
232296.289036,8182833.093004,960,0,0,0,0,0,1,1,20,0
232297.252509,8183306.606597,694,0,0,0,1,0,1,0,6,0
232297.653962,8183955.813346,504,0,0,0,0,0,1,0,43,0
232297.996165,8183784.694162,521,0,1,0,1,1,1,0,4,0
232300.263724,8183323.917069,694,0,0,0,1,1,1,0,28,0
232300.589846,8183376.100056,533,0,0,0,0,0,0,0,46,0
232301.493138,8183863.602946,509,0,0,0,0,0,0,0,28,0
232301.503711,8183924.674519,509,0,1,1,1,0,1,0,45,0
232301.626727,8183554.260577,527,0,0,0,0,0,0,0,21,0
232302.095795,8183620.670667,527,0,0,0,0,0,0,0,21,0
232303.277015,8182827.889041,960,0,1,0,1,0,1,0,43,0
232303.541049,8182859.915004,960,1,0,0,1,0,1,0,35,0
232303.820401,8183955.960417,504,0,0,0,1,0,1,0,39,0
232306.905881,8183508.536292,527,0,0,0,0,0,0,0,3,0
232307.031967,8182853.263173,960,1,1,0,1,1,1,0,4,0
232307.410113,8183322.06314,694,0,0,0,1,1,1,0,25,0
232308.45681,8183458.929603,527,0,0,0,1,1,1,0,36,0
232308.722896,8183540.77197,527,0,0,0,0,0,0,0,34,0
232308.774102,8183440.83147,527,0,0,0,1,1,1,0,21,0
232309.541334,8183927.62347,509,0,1,0,1,0,1,0,35,0
232309.687414,8183414.286193,533,0,1,1,1,1,1,0,38,0
232309.959384,8182819.04802,960,0,0,0,0,0,0,0,20,0
232310.033154,8183491.262823,527,0,0,1,1,0,1,0,3,0
232310.261955,8183957.965239,504,0,0,0,1,0,1,0,39,0
232310.275292,8183325.145547,694,0,1,0,1,1,1,0,28,0
232310.38932,8183529.337283,527,0,0,0,0,0,0,0,38,0
232310.412527,8183519.865161,527,1,0,1,1,0,1,0,21,0
232310.653206,8183371.281751,533,0,0,0,0,0,0,0,38,0
232311.004069,8183469.212737,527,0,0,0,1,1,1,0,21,0
232311.3616,8183479.831003,527,0,0,0,0,0,0,0,21,0
232313.823314,8183416.358278,533,0,0,0,0,0,0,0,21,0
232314.011184,8182842.020429,960,0,0,0,0,0,1,0,35,0
232314.331844,8182622.487311,957,0,0,0,1,0,1,0,4,0
232315.396232,8183308.915658,694,0,0,0,1,1,1,0,6,0
232315.466453,8183326.070668,694,0,0,0,0,0,0,0,29,0
232315.759795,8183403.17849,533,0,0,0,0,0,0,0,38,0
232316.852289,8183620.675627,527,0,0,0,0,0,0,0,3,0
232317.648701,8183961.080408,504,0,0,0,0,0,1,0,32,0
232317.653698,8183914.424293,509,0,0,1,1,0,1,0,49,0
232317.848342,8183367.248595,533,0,0,0,0,0,0,0,38,0
232318.050611,8182810.559105,960,0,0,0,0,0,0,0,32,0
232318.063987,8183927.955712,509,0,1,1,1,1,1,0,45,0
232319.275848,8182835.309896,960,0,0,0,0,0,0,0,35,0
232319.541614,8183864.742669,509,0,0,0,0,0,0,0,45,0
232320.269201,8182870.087371,958,0,1,0,1,0,1,0,32,0
232320.772485,8183837.605505,521,0,0,0,0,0,0,0,27,0
232322.74671,8183418.85024,533,0,0,0,1,1,1,0,38,0
232322.799872,8183325.13731,694,0,0,0,0,0,0,0,29,0
232323.507122,8183366.536018,533,0,0,0,0,0,0,0,46,0
232323.568835,8183441.089004,527,0,1,0,1,0,1,0,36,0
232323.585713,8183961.85306,504,0,1,0,1,0,1,0,39,0
232325.792014,8182807.557632,960,0,0,0,1,0,1,0,35,0
232326.109876,8182826.606243,960,0,0,0,0,0,1,0,35,0
232327.312985,8183795.011196,521,0,1,0,1,0,1,1,6,0
232328.53669,8182794.579974,960,0,1,0,0,0,1,0,43,0
232329.555291,8183419.04697,533,0,0,0,0,0,0,0,3,0
232329.6191,8183325.079948,694,0,0,1,1,1,1,0,44,0
232329.657471,8182818.935757,960,0,0,1,1,1,1,0,43,0
232329.898977,8182863.311323,958,0,1,0,1,0,1,0,32,0
232330.99047,8182739.456507,957,0,0,0,0,0,0,0,43,0
232331.384596,8183970.445832,504,0,1,0,0,0,1,0,43,0
232332.717661,8183571.067976,527,0,0,0,0,0,0,0,38,0
232332.810166,8183598.749951,527,0,0,0,0,0,0,0,36,0
232333.05695,8183605.945195,527,0,0,0,0,0,0,0,34,0
232333.230262,8183581.285233,527,0,0,0,0,0,0,0,46,0
232333.575136,8182784.999908,960,0,0,0,0,0,1,0,35,0
232333.740384,8183357.937107,533,0,1,1,1,0,1,0,3,0
232333.865492,8183561.360227,527,0,0,0,1,0,1,0,11,0
232335.082132,8183540.49821,527,0,0,0,0,0,0,0,34,0
232335.379031,8183550.924009,527,0,1,0,1,0,1,0,11,0
232335.508091,8183621.920316,527,0,0,0,0,0,0,0,3,0
232335.548088,8183321.000375,694,0,0,0,1,1,1,0,44,0
232336.055792,8183419.185377,533,0,0,0,1,1,1,0,38,0
232336.180297,8182809.872368,960,0,0,0,1,0,1,0,4,0
232336.331372,8183531.494102,527,0,0,0,0,0,0,0,36,0
232336.432524,8183310.536934,694,0,0,0,1,1,1,0,6,0
232338.142266,8183368.814968,533,0,0,0,1,0,1,0,46,0
232338.610515,8183491.668788,527,0,0,0,0,0,0,0,46,0
232339.136906,8182730.210186,957,0,1,0,1,0,1,0,39,0
232339.371426,8183510.142501,527,0,1,0,1,0,1,0,36,0
232339.374926,8183521.267296,527,0,0,0,0,0,0,0,36,0
232340.545651,8183970.314284,504,0,0,0,1,0,1,0,43,0
232340.723173,8183500.25938,527,1,1,0,1,0,1,0,36,0
232341.212847,8183468.468631,527,0,0,0,0,0,0,0,46,0
232341.275379,8183387.294524,533,0,0,0,1,0,1,0,21,0
232341.337891,8182801.815314,960,0,1,0,0,0,1,0,43,0
232341.759141,8182842.783428,958,0,0,0,1,0,1,0,32,0
232341.80615,8183479.5239,527,0,0,0,0,0,0,0,38,0
232343.035184,8183317.733333,694,0,0,0,1,1,1,0,44,0
232343.366613,8182546.057177,962,0,0,0,0,0,0,0,35,0
232344.030568,8183407.760859,533,0,0,0,0,0,0,0,36,0
232344.037732,8183937.758684,479,0,0,0,1,1,1,0,13,0
232344.415777,8183378.099375,533,0,0,1,1,0,1,0,46,0
232344.711382,8182793.80052,960,0,1,0,1,1,1,0,35,0
232344.928238,8183396.887961,533,0,0,0,1,1,1,0,21,0
232345.18451,8183456.339945,527,0,0,0,0,0,0,0,21,0
232345.313837,8183417.126424,533,0,0,0,0,0,0,0,34,0
232345.424745,8182722.063451,957,0,0,0,1,1,1,0,4,0
232346.5037,8183439.891094,527,0,0,0,0,0,0,0,3,0
232347.294829,8182831.485701,958,0,0,0,0,0,0,0,43,0
232347.570331,8183857.818184,479,0,0,0,0,0,0,0,27,0
232347.771893,8183313.050734,694,0,0,0,1,1,1,0,44,0
232348.672297,8183922.682114,479,0,0,0,1,0,1,1,18,0
232348.773555,8183868.950587,479,0,0,1,1,1,1,0,44,0
232349.265995,8183974.407635,504,0,0,0,1,0,1,0,32,0
232349.35108,8182716.380271,957,0,0,0,1,1,1,0,4,0
232349.406316,8183797.338716,480,0,0,1,1,1,1,0,38,0
232349.454474,8183802.436377,480,0,1,0,1,0,1,0,18,0
232350.190052,8183915.420303,479,0,1,0,1,0,1,1,13,0
232350.706721,8183792.981576,480,0,1,1,1,1,1,0,44,0
232351.081727,8183836.510237,480,0,0,0,0,0,0,0,18,0
232351.832386,8183877.591127,479,1,1,0,1,0,1,1,3,0
232351.889042,8183887.439234,479,0,0,0,0,0,0,0,2,0
232352.169281,8183816.071406,480,0,1,0,1,1,1,0,27,0
232352.740016,8182821.269195,958,1,1,1,1,0,1,0,20,0
232353.171339,8183896.86478,479,0,1,1,1,1,1,1,27,0
232353.182838,8183907.034518,479,0,0,0,1,1,1,0,13,0
232353.483355,8183767.686564,480,0,0,0,0,0,0,0,2,0
232353.955966,8182555.043082,962,0,0,0,0,0,1,0,32,0
232354.077421,8182744.428898,959,0,1,1,1,1,1,0,43,0
232354.367106,8183788.329942,480,0,0,0,1,1,1,0,44,0
232354.758178,8183756.747866,480,0,0,0,0,0,0,0,11,0
232354.801572,8183732.384777,481,1,1,1,1,0,1,1,11,0
232355.048851,8183347.470526,534,0,1,1,1,1,1,0,3,0
232355.258719,8183783.715023,480,0,0,0,1,0,1,0,13,0
232355.910707,8182710.143288,957,0,0,0,0,0,1,0,43,0
232355.940028,8183777.827564,480,0,0,0,1,0,1,0,13,0
232356.202455,8183942.790363,479,0,0,0,1,0,1,1,11,0
232356.621499,8183657.757305,481,0,0,0,1,0,1,0,6,0
232358.093523,8183981.48138,504,0,1,0,1,0,1,0,32,0
232358.711582,8183861.053132,479,0,0,0,0,0,0,0,18,0
232359.753924,8182699.579123,957,0,1,1,0,0,1,0,43,0
232359.895155,8183835.07241,480,0,0,1,1,0,1,0,13,0
232359.992877,8183725.061765,481,0,0,0,0,0,0,0,27,0
232360.462585,8182734.829562,959,0,0,0,1,0,1,0,35,0
232360.576672,8182520.161558,963,1,0,1,1,0,1,0,35,0
232360.788346,8183715.095158,481,0,1,0,1,0,1,1,18,0
232360.908373,8183697.435501,481,1,0,1,1,0,1,1,18,0
232361.009712,8183619.548254,536,0,0,0,0,0,0,0,38,0
232361.094229,8183687.307592,481,0,1,0,1,0,1,0,3,0
232361.17097,8183705.348041,481,0,1,0,1,1,1,1,44,0
232361.287221,8183676.790762,481,0,1,0,1,1,1,1,38,0
232361.486165,8182809.383232,958,0,0,0,1,1,1,0,43,0
232361.853702,8183337.284159,534,0,0,0,0,0,0,0,3,0
232363.503559,8182691.305589,957,0,0,0,0,0,0,0,32,0
232364.347981,8183357.151815,534,0,0,0,0,0,0,0,21,0
232364.356896,8183658.525002,481,0,0,1,1,1,1,0,13,0
232365.270504,8182558.444747,962,0,1,0,1,0,1,0,35,0
232365.456171,8183734.2652,481,0,1,0,1,0,1,1,44,0
232366.101442,8183335.173826,534,0,0,0,0,0,0,0,21,0
232366.785019,8183809.614846,480,1,1,0,1,0,1,1,44,0
232367.006619,8183758.289691,480,1,1,0,1,1,1,1,27,0
232367.022455,8182728.380419,959,0,1,0,0,0,1,0,39,0
232367.354667,8183863.372028,479,0,1,0,1,1,1,0,27,0
232367.433476,8183524.715972,535,0,0,0,0,0,0,0,36,0
232367.87553,8182799.676884,958,0,0,0,0,0,0,0,39,0
232368.347963,8183984.143167,504,0,1,0,1,0,1,0,43,0
232368.356704,8183949.584549,479,0,1,0,1,1,1,0,27,0
232368.56904,8183481.862417,535,0,0,0,0,0,0,0,36,0
232368.768931,8183445.017913,535,0,0,0,0,0,0,0,34,0
232369.41272,8183531.324445,535,0,1,0,1,1,1,0,34,0
232369.443422,8183454.567072,535,0,0,0,0,0,0,0,34,0
232369.521286,8183512.870433,535,0,0,0,1,1,1,0,21,0
232369.607002,8183471.277826,535,0,0,0,0,0,0,0,34,0
232369.63987,8182507.383728,963,0,0,0,1,0,1,0,32,0
232370.113061,8183541.624554,535,0,0,0,0,0,0,0,38,0
232370.25311,8183501.680936,535,0,0,0,0,0,0,0,36,0
232370.374496,8182754.030583,959,0,0,1,0,0,1,0,39,0
232370.39372,8183834.177924,480,0,1,0,1,1,1,0,38,0
232370.410045,8183328.251687,534,0,0,0,0,0,0,0,36,0
232370.490803,8183567.684265,536,0,1,0,1,1,1,0,21,0
232370.774541,8183463.08851,535,0,0,0,0,0,0,0,3,0
232371.236914,8183657.683815,481,0,0,0,1,0,1,0,11,0
232371.290734,8182720.042428,959,0,0,0,0,0,1,0,35,0
232371.378839,8183365.747148,534,0,0,0,1,1,1,0,3,0
232371.761515,8183488.808207,535,0,0,0,0,0,0,0,46,0
232372.098426,8183383.793092,534,0,0,0,0,0,0,0,34,0
232372.148067,8182682.051608,957,0,0,0,0,0,1,0,43,0
232372.307632,8183419.697928,534,0,0,0,0,0,0,0,21,0
232372.441424,8183375.806646,534,0,0,0,0,0,0,0,3,0
232372.549396,8183388.892026,534,0,0,0,0,0,0,0,36,0
232372.828392,8182570.523732,962,0,0,0,0,0,0,0,35,0
232372.967245,8182792.921226,958,0,0,0,0,0,0,0,32,0
232374.640893,8183734.280914,481,0,1,0,1,1,1,1,13,0
232374.906596,8183409.710979,534,0,0,0,0,0,0,0,38,0
232375.334067,8183986.262088,504,0,1,0,1,0,1,0,39,0
232376.521962,8183396.059996,534,0,0,0,0,0,0,0,46,0
232376.703699,8183324.625684,534,0,0,0,0,0,0,0,38,0
232378.130159,8182743.001222,959,0,0,1,0,0,1,0,20,0
232378.149415,8183861.118398,479,0,0,1,1,0,1,0,27,0
232379.58018,8182780.496435,958,0,0,0,0,0,0,0,43,0
232379.707393,8183833.166413,480,0,0,0,1,1,1,0,38,0
232379.76933,8182532.479176,963,0,0,0,0,0,0,0,43,0
232379.80648,8183656.454358,481,1,0,1,1,0,1,1,11,0
232380.373844,8182697.543944,958,1,0,1,1,0,1,0,35,0
232380.628414,8182497.407741,963,0,0,0,0,0,0,0,35,0
232381.570424,8183928.689755,479,0,1,1,1,1,1,1,3,0
232381.659957,8183446.074295,535,0,0,0,0,0,0,0,38,0
232381.768933,8183759.764482,480,0,0,0,1,1,1,0,18,0
232381.943981,8182576.169128,962,0,0,0,1,0,1,0,39,0
232383.32372,8183870.774704,479,0,1,0,1,1,1,0,38,0
232383.371539,8183918.173657,479,0,1,1,1,0,1,1,18,0
232383.544335,8183992.005141,504,1,1,0,0,0,1,0,39,0
232383.64666,8183908.9941,479,0,1,0,1,0,1,1,18,0
232383.658055,8183939.875789,479,0,0,0,1,1,1,0,18,0
232383.910581,8183955.004499,479,0,1,0,1,0,1,1,11,0
232384.222736,8183889.214773,479,0,1,0,1,0,1,0,18,0
232384.425268,8182734.5523,959,0,0,0,0,0,1,0,20,0
232384.482602,8183878.806936,479,0,1,0,1,1,1,0,27,0
232384.598054,8183899.138999,479,0,0,0,1,1,1,1,27,0
232385.439704,8183735.716822,481,0,0,0,0,0,0,0,2,0
232385.663344,8183861.216718,479,0,0,0,0,0,0,0,2,0
232385.931423,8183321.178921,534,0,1,0,1,1,1,0,38,0
232387.507048,8182704.417307,958,0,1,1,1,0,1,0,43,0
232387.756937,8183444.674802,535,0,0,0,0,0,0,0,46,0
232388.094259,8182773.15478,958,0,0,0,1,0,1,0,39,0
232388.277338,8183657.615209,481,1,1,0,1,1,1,1,27,0
232388.301868,8183785.609023,480,0,1,0,1,1,1,0,18,0
232388.413352,8183996.800223,504,0,0,0,1,0,1,0,20,0
232388.56247,8182484.13943,963,1,1,1,1,0,1,0,35,0
232388.674769,8183817.714635,480,0,0,0,0,0,0,0,27,0
232388.743903,8183421.199924,534,1,1,0,1,1,1,0,21,0
232389.028413,8182584.415081,962,0,0,0,0,0,0,0,35,0
232389.173875,8183808.841484,480,0,0,0,0,0,0,0,44,0
232389.271696,8183777.685654,480,0,0,0,0,0,0,0,2,0
232389.452816,8183625.2623,536,0,0,0,0,0,0,0,46,0
232389.857138,8182471.741605,963,0,0,0,0,0,0,0,32,0
232390.193769,8183836.501846,480,0,1,0,1,1,1,0,18,0
232390.783656,8183797.374939,480,0,0,0,0,0,0,0,44,0
232390.962942,8183328.931573,534,0,0,0,0,0,0,0,46,0
232391.572024,8183445.831975,535,0,0,0,0,0,0,0,46,0
232391.671591,8183862.034547,479,1,1,0,1,1,1,0,18,0
232391.859957,8183335.871603,534,0,0,0,0,0,0,0,36,0
232392.316547,8182764.121579,958,0,1,0,0,0,1,0,43,0
232392.363176,8183761.912596,480,1,1,0,1,1,1,0,27,0
232393.836827,8182548.248033,963,0,0,0,0,0,0,0,39,0
232394.152271,8183708.358504,481,0,1,0,1,1,1,1,18,0
232394.195146,8182708.050989,958,0,0,0,0,0,0,0,39,0
232394.571914,8183736.208477,481,0,0,0,0,0,0,0,18,0
232395.153081,8183340.060137,534,0,0,0,0,0,0,0,34,0
232395.23396,8183699.101213,481,0,1,0,1,0,1,1,13,0
232395.721959,8183726.419364,481,0,0,1,1,1,1,0,13,0
232395.727333,8183999.879837,504,0,1,0,1,0,1,0,39,0
232395.864698,8182462.711419,963,0,0,0,0,0,0,0,32,0
232396.207698,8182855.392574,958,0,0,0,0,0,0,0,39,0
232396.534448,8183719.186942,481,0,1,0,1,1,1,0,27,0
232396.627587,8182756.624653,958,0,0,0,0,0,0,0,20,0
232397.210276,8183689.750103,481,0,1,0,1,1,1,0,38,0
232397.864187,8183669.522213,481,0,1,0,1,1,1,1,38,0
232398.173046,8182593.300502,962,0,0,0,0,0,0,0,39,0
232398.434012,8183678.878797,481,0,0,1,1,1,1,0,44,0
232398.555317,8183663.000039,481,0,0,0,1,1,1,1,13,0
232399.261504,8183656.326124,481,0,0,0,1,1,1,0,13,0
232399.426882,8183446.428049,535,0,1,0,1,1,1,0,3,0
232399.610271,8183346.695636,534,0,0,0,0,0,0,0,3,0
232400.699324,8182710.26879,958,0,0,1,0,0,1,0,35,0
232401.30059,8183970.325857,486,0,0,1,1,0,1,1,18,0
232402.094816,8183352.92525,534,0,0,0,0,0,0,0,21,0
232402.206993,8182743.379476,958,0,0,0,0,0,0,0,35,0
232402.561032,8182535.402818,963,1,0,0,1,0,1,0,39,0
232403.338924,8183360.851714,534,0,0,0,0,0,0,0,38,0
232404.076755,8183960.129981,486,0,1,0,1,1,1,0,18,0
232404.238186,8183504.300565,535,0,0,0,1,0,1,0,36,0
232404.257133,8183309.916933,540,0,1,1,1,1,1,0,34,0
232404.342479,8184004.417129,504,0,1,1,1,0,1,1,43,0
232405.37113,8183524.607312,535,1,0,0,1,0,1,0,46,0
232405.512878,8183942.296999,486,0,0,0,1,1,1,0,13,0
232405.588316,8182469.081557,963,0,1,0,1,1,1,0,4,0
232405.673504,8183928.677447,486,0,0,1,1,1,1,0,27,0
232405.902678,8183530.854321,535,0,1,0,1,0,1,0,46,0
232405.986827,8183517.818066,535,0,0,0,1,0,1,0,46,0
232406.033683,8182714.264312,958,0,0,0,0,0,0,0,43,0
232406.108234,8183547.556702,535,0,1,0,1,1,1,0,21,0
232406.20668,8183511.116609,535,1,0,1,1,0,1,0,46,0
232406.479074,8183368.911455,534,0,0,0,0,0,0,0,3,0
232406.664969,8183909.640845,486,0,1,0,1,0,1,1,18,0
232407.120367,8183536.071539,535,0,0,0,1,0,1,0,46,0
232407.237774,8183918.34075,486,0,1,0,1,1,1,1,44,0
232407.280794,8183494.697274,535,1,0,1,1,1,1,0,34,0
232407.493389,8183378.590304,534,0,0,0,0,0,0,0,46,0
232407.648921,8183900.92156,486,0,1,1,1,0,1,0,18,0
232407.801413,8183870.22695,486,0,0,0,0,0,1,1,44,0
232408.229993,8183889.417982,486,0,0,0,1,1,1,1,38,0
232408.285032,8183485.229361,535,0,0,0,1,1,1,0,38,0
232408.347526,8183859.371313,486,0,1,0,1,1,1,0,44,0
232408.607687,8183390.522861,534,0,0,0,0,0,0,0,36,0
232408.694862,8182529.429709,963,0,0,0,1,1,1,0,20,0
232409.590497,8183877.981316,486,0,1,0,1,1,1,1,13,0
232409.607482,8183473.318578,535,0,0,0,0,0,0,0,21,0
232409.804341,8183421.036428,534,0,0,0,0,0,0,0,3,0
232410.397119,8183974.375385,486,0,1,0,1,0,1,0,2,0
232410.46731,8182599.46504,962,0,0,0,1,1,1,0,20,0
232410.476316,8182444.033057,624,0,0,0,1,0,1,0,21,0
232410.493612,8183832.392874,485,0,0,0,1,1,1,1,44,0
232410.627307,8183401.172978,534,0,0,0,1,0,1,0,21,0
232410.886424,8183464.943647,535,0,0,0,0,0,0,0,3,0
232411.074455,8183815.465568,485,0,0,1,1,1,1,0,44,0
232411.188791,8184008.821466,504,0,1,0,1,0,1,1,39,0
232411.269243,8183446.196777,535,0,0,0,0,0,0,0,36,0
232411.272058,8183455.067297,535,0,0,0,0,0,0,0,34,0
232412.393932,8183783.712526,484,0,0,1,1,0,1,0,11,0
232412.727336,8183412.616145,534,0,0,0,0,0,0,0,34,0
232414.001312,8183739.108531,483,0,1,0,1,0,1,0,11,0
232414.267226,8182722.593751,958,0,1,0,1,0,1,0,43,0
232414.322456,8183762.733557,484,0,0,0,1,1,1,0,44,0
232414.533897,8183304.503676,540,0,0,0,0,0,0,0,21,0
232414.602711,8182520.122741,963,0,1,0,1,0,1,0,32,0
232415.011685,8182474.71264,963,1,1,1,1,0,1,0,32,0
232415.18305,8183730.637219,483,0,0,0,1,1,1,1,11,0
232416.10923,8184012.218034,504,0,1,0,1,0,1,0,39,0
232416.513699,8183709.113061,483,1,0,0,1,1,1,0,13,0
232416.54511,8183684.096138,482,0,0,0,0,0,0,0,18,0
232417.104434,8183336.523968,540,0,0,0,0,0,0,0,3,0
232417.171451,8183719.666254,483,0,1,0,1,0,1,0,18,0
232417.953961,8183627.98031,536,0,0,0,1,1,1,0,34,0
232418.122303,8183666.472771,482,0,0,0,1,0,1,0,11,0
