"X","Y","unicode","block_num","FR_D","FR_M","FR_A","opened","infested","p.i"
233308.154246,8183269.747609,"1.13.87.446",598,20,11,8,1,0,0.00397412652301783
233299.382534,8183265.480686,"1.13.87.447",598,20,11,8,1,1,0.00705
233290.445698,8183262.209439,"1.13.87.448",598,20,11,8,1,1,0.00705
233286.037474,8183275.583876,"1.13.87.449",598,20,11,8,1,0,0.00414549978992858
232721.590885,8183094.582428,"1.13.87.45",577,14,12,8,1,0,0.00239156845327411
233279.663968,8183292.082184,"1.13.87.450",598,21,11,8,1,0,0.00359160446551828
233272.466426,8183307.642587,"1.13.87.451",598,21,11,8,1,0,0.0035784870055819
233332.774376,8183321.563899,"1.13.87.452",599,14,12,8,0,0,0.133205915671328
233341.606931,8183323.307837,"1.13.87.453",599,24,11,8,1,0,0.00266703511193806
233351.240538,8183326.663246,"1.13.87.454",599,14,12,8,0,0,0.160995364083788
233348.040867,8183294.786351,"1.13.87.455",599,24,11,8,1,0,0.00289045507472541
233324.546331,8183314.718928,"1.13.87.456",599,24,11,8,1,0,0.0027258521097173
232713.502786,8183100.445323,"1.13.87.46",577,25,11,8,1,0,0.00236744925274593
232705.079039,8183107.593963,"1.13.87.47",577,18,11,8,1,0,0.00237633527399316
232698.107466,8183115.523671,"1.13.87.48",577,5,11,8,1,0,0.00236279467018786
232690.503146,8183121.036407,"1.13.87.49",577,14,12,8,1,0,0.00238691387071604
232742.72817,8183077.57322,"1.13.87.5",576,14,12,8,0,0,0.0927521613948743
232682.350607,8183126.992369,"1.13.87.50",577,6,11,8,1,0,0.00237675841786207
232674.154529,8183126.706762,"1.13.87.51",577,14,12,8,0,0,0.0870502227357302
232663.4203,8183135.685089,"1.13.87.52",577,4,11,8,1,0,0.00243134397695216
232656.216817,8183141.381829,"1.13.87.53",577,14,12,8,0,0,0.0985141204609567
232648.468703,8183146.143221,"1.13.87.54",577,14,12,8,0,0,0.105476487665806
232639.088139,8183151.717869,"1.13.87.55",577,14,12,8,0,0,0.119641303703259
232625.472498,8183155.90824,"1.13.87.56",577,14,12,8,0,0,0.138547731888842
232632.023768,8183163.693815,"1.13.87.57",577,1,12,8,1,0,0.00251216445591501
232636.581349,8183172.421997,"1.13.87.58",577,28,11,8,1,0,0.00247535093931937
232640.424682,8183178.832224,"1.13.87.59",577,14,12,8,0,0,0.101455120400936
232748.981735,8183087.026464,"1.13.87.6",576,14,12,8,0,0,0.0809281412280175
232647.845465,8183187.322077,"1.13.87.60",577,4,11,8,1,0,0.00249566184502731
232655.934391,8183182.388686,"1.13.87.61",577,4,11,8,1,0,0.00240299333773483
232662.679456,8183175.774711,"1.13.87.62",577,4,11,8,1,0,0.00238056671268231
232666.649417,8183172.579542,"1.13.87.63",577,4,11,8,1,0,0.00235602436828522
232671.777417,8183168.85645,"1.13.87.64",577,6,11,8,1,0,0.00238352871976472
232679.062934,8183161.652569,"1.13.87.65",577,4,11,8,1,0,0.00243007454534542
232687.942061,8183154.758792,"1.13.87.66",577,4,11,8,1,0,0.00241060992737531
232695.935292,8183150.319137,"1.13.87.67",577,14,12,8,0,0,0.0729454271052158
232703.977085,8183147.325922,"1.13.87.68",577,14,12,8,0,0,0.0658630190864894
232710.102109,8183146.042414,"1.13.87.69",577,4,11,8,1,0,0.00239791561130784
232757.875224,8183097.446481,"1.13.87.7",576,14,12,8,0,0,0.0717450189664486
232713.956759,8183139.029678,"1.13.87.70",577,4,11,8,1,0,0.00237083440369726
232723.458231,8183132.808866,"1.13.87.71",577,14,12,8,0,0,0.0761265086729488
232733.376253,8183129.64102,"1.13.87.72",577,14,12,8,0,0,0.0827887738431067
232739.542888,8183122.806843,"1.13.87.73",577,14,12,8,0,0,0.0773869372186543
232747.164557,8183119.481567,"1.13.87.74",577,14,12,8,0,0,0.0804479779725107
232741.908895,8183109.009371,"1.13.87.75",577,4,11,8,1,0,0.00239368417261869
232736.397106,8183102.186803,"1.13.87.76",577,14,12,8,0,0,0.0700644475721745
232604.47325,8183170.321892,"1.13.87.77",578,25,11,8,0,0,0.296881565392233
232593.681711,8183179.414507,"1.13.87.78",578,5,11,8,1,0,0.00318623263909729
232586.576047,8183186.343862,"1.13.87.79",578,25,11,8,1,1,0.00705
232763.216276,8183105.497415,"1.13.87.8",576,3,11,8,1,0,0.00239156845327411
232579.967867,8183194.562003,"1.13.87.80",578,25,11,8,1,0,0.00289934109597263
232573.69987,8183200.818901,"1.13.87.81",578,14,12,8,0,0,0.184043200348118
232565.238337,8183204.832936,"1.13.87.82",578,5,11,8,1,0,0.00265095564491927
232559.773153,8183207.254717,"1.13.87.83",578,14,12,8,0,0,0.142028915491267
232553.429116,8183210.893689,"1.13.87.84",578,16,11,8,1,0,0.00258409891363063
232545.363216,8183216.109932,"1.13.87.85",578,16,11,8,1,0,0.00256971202208751
232535.758795,8183219.818295,"1.13.87.86",578,25,11,8,1,0,0.00261456527219255
232529.413977,8183225.542389,"1.13.87.87",578,25,11,8,0,0,0.157574200888302
232525.941596,8183228.730763,"1.13.87.88",578,16,11,8,1,0,0.00269623203889322
232518.299398,8183231.953212,"1.13.87.89",578,14,12,8,0,0,0.201329077546366
232767.101096,8183112.073515,"1.13.87.9",576,3,11,8,1,0,0.00241187935898205
232509.185936,8183236.456137,"1.13.87.90",578,28,11,8,1,0,0.0030796003841306
232498.643591,8183242.542228,"1.13.87.91",578,5,11,8,1,0,0.00355140579797131
232487.941417,8183249.156958,"1.13.87.92",578,5,11,8,1,1,0.00705
232496.045349,8183254.590501,"1.13.87.93",578,7,11,8,1,0,0.00402532693115659
232500.491862,8183264.14297,"1.13.87.94",578,5,11,8,1,1,0.00705
232509.506592,8183269.936059,"1.13.87.95",578,5,11,8,1,1,0.00705
232512.224884,8183280.113526,"1.13.87.96",578,14,12,8,1,0,0.0036334957085409
232520.735628,8183273.116152,"1.13.87.97",578,13,11,8,1,0,0.00330894436108277
232530.485617,8183268.48703,"1.13.87.98",578,14,12,8,0,0,0.26555091297041
232538.244107,8183262.567629,"1.13.87.99",578,27,11,8,1,0,0.00276266562631295
233897.276095,8181145.292686,"1.13.8.8",1130,19,1,7,0,0,0.0941326307544565
231989.776696,8183600.595826,"1.13.88.1",526,9,12,8,0,0,0.265490892563472
232145.306917,8183612.604478,"1.13.88.10",526,9,12,8,0,0,0.287818483944541
232212.384837,8183480.870342,"1.13.88.100",531,9,12,8,0,0,0.0468965704939679
232219.034255,8183476.707373,"1.13.88.101",531,9,12,8,0,0,0.0476168153772283
232226.015225,8183472.52228,"1.13.88.102",531,5,11,8,1,0,0.00232132657103415
232228.02391,8183459.32008,"1.13.88.103",531,4,11,8,1,0,0.00231794142008283
232227.506332,8183445.834401,"1.13.88.104",531,9,12,8,0,0,0.0574001417081808
232226.58073,8183431.845503,"1.13.88.105",531,31,10,8,1,0,0.00240849420803073
232206.661121,8183435.730018,"1.13.88.106",531,31,10,8,1,0,0.00236829554048376
232193.621603,8183448.705245,"1.13.88.107",531,9,12,8,0,0,0.0482170194466118
232185.08616,8183452.730923,"1.13.88.108",531,9,12,8,0,0,0.0421549583458376
232180.209725,8183456.479492,"1.13.88.109",531,10,11,8,1,0,0.00231032483044235
232176.745963,8183614.132167,"1.13.88.11",526,9,12,8,0,0,0.357262094772223
232177.306331,8183463.647394,"1.13.88.110",531,10,11,8,1,0,0.00230947854270452
232167.088187,8183468.646031,"1.13.88.111",531,9,12,8,0,0,0.0559596519416602
232155.584257,8183474.22364,"1.13.88.112",531,9,12,8,0,0,0.0795476718684353
232138.640572,8183485.511229,"1.13.88.113",531,9,12,8,0,0,0.149291384730808
232118.143605,8183503.874926,"1.13.88.114",531,9,12,8,0,0,0.186263955404838
232101.012828,8183513.844944,"1.13.88.115",531,9,12,8,0,0,0.194846873597023
232081.014512,8183525.468391,"1.13.88.116",531,9,12,8,0,0,0.218434893523798
232122.482735,8183528.44771,"1.13.88.117",531,9,12,8,0,0,0.18398317994118
232245.550117,8183411.363363,"1.13.88.118",532,9,12,8,0,0,0.126483630094232
232291.027369,8183413.193867,"1.13.88.119",532,9,12,8,0,0,0.110518201848629
232180.55993,8183584.557134,"1.13.88.12",526,9,12,8,0,0,0.312907014044775
232283.038439,8183392.442494,"1.13.88.120",532,4,11,8,1,0,0.00250539415401236
232274.691737,8183400.014398,"1.13.88.121",532,9,12,8,0,0,0.0892109573855111
232261.971599,8183401.314195,"1.13.88.122",532,9,12,8,0,0,0.100554814296861
232300.589846,8183376.100056,"1.13.88.123",533,9,12,8,0,0,0.0757063658243803
232315.759795,8183403.17849,"1.13.88.124",533,9,12,8,0,0,0.0528385907808655
232309.687414,8183414.286193,"1.13.88.125",533,16,11,8,1,0,0.00232048028329632
232313.823314,8183416.358278,"1.13.88.126",533,9,12,8,0,0,0.0411346114278855
232322.74671,8183418.85024,"1.13.88.127",533,10,11,8,1,0,0.00230101566532621
232329.555291,8183419.04697,"1.13.88.128",533,9,12,8,0,0,0.0411946318348238
232336.055792,8183419.185377,"1.13.88.129",533,10,11,8,1,0,0.00228662877378309
232179.872942,8183556.895009,"1.13.88.13",526,9,12,8,0,0,0.268731994538143
232345.313837,8183417.126424,"1.13.88.130",533,9,12,8,0,0,0.0474367541564132
232344.030568,8183407.760859,"1.13.88.131",533,9,12,8,0,0,0.0406544481723786
232344.928238,8183396.887961,"1.13.88.132",533,16,11,8,1,0,0.00232301914650981
232341.275379,8183387.294524,"1.13.88.133",533,16,11,8,1,0,0.00231286369365584
232344.415777,8183378.099375,"1.13.88.134",533,5,11,8,1,0,0.00233867546965968
232338.142266,8183368.814968,"1.13.88.135",533,3,11,8,1,0,0.00232725058519897
232333.740384,8183357.937107,"1.13.88.136",533,3,11,8,1,0,0.00238776015845387
232323.507122,8183366.536018,"1.13.88.137",533,9,12,8,0,0,0.0525384887461737
232317.848342,8183367.248595,"1.13.88.138",533,9,12,8,0,0,0.0521183458976052
232310.653206,8183371.281751,"1.13.88.139",533,9,12,8,0,0,0.0595608763579617
232139.088105,8183561.394625,"1.13.88.14",526,9,12,8,0,0,0.20006864900066
232355.048851,8183347.470526,"1.13.88.140",534,4,11,8,1,0,0.00242203481183602
232364.347981,8183357.151815,"1.13.88.141",534,9,12,8,0,0,0.0777470596602845
232371.378839,8183365.747148,"1.13.88.142",534,3,11,8,1,0,0.00240680163255507
232372.441424,8183375.806646,"1.13.88.143",534,9,12,8,0,0,0.0734255903607226
232372.098426,8183383.793092,"1.13.88.144",534,9,12,8,0,0,0.073485610767661
232372.549396,8183388.892026,"1.13.88.145",534,9,12,8,0,0,0.071805039373387
232376.521962,8183396.059996,"1.13.88.146",534,9,12,8,0,0,0.0790675086129284
232374.906596,8183409.710979,"1.13.88.147",534,9,12,8,0,0,0.0803279371586339
232372.307632,8183419.697928,"1.13.88.148",534,9,12,8,0,0,0.0910115695936619
232388.743903,8183421.199924,"1.13.88.149",534,4,11,8,1,0,0.00248762211151792
232124.406799,8183555.949882,"1.13.88.15",526,3,11,8,1,0,0.00296535153952344
232409.804341,8183421.036428,"1.13.88.150",534,9,12,8,0,0,0.113459201788608
232412.727336,8183412.616145,"1.13.88.151",534,9,12,8,0,0,0.109137732489046
232410.627307,8183401.172978,"1.13.88.152",534,14,12,8,1,0,0.0024926998379449
232408.607687,8183390.522861,"1.13.88.153",534,9,12,8,0,0,0.100554814296861
232407.493389,8183378.590304,"1.13.88.154",534,9,12,8,0,0,0.101455120400936
232406.479074,8183368.911455,"1.13.88.155",534,9,12,8,0,0,0.0926921409879359
232403.338924,8183360.851714,"1.13.88.156",534,9,12,8,0,0,0.0911316104075386
232402.094816,8183352.92525,"1.13.88.157",534,9,12,8,0,0,0.086029875817778
232399.610271,8183346.695636,"1.13.88.158",534,9,12,8,0,0,0.0815283452974011
232395.153081,8183340.060137,"1.13.88.159",534,9,12,8,0,0,0.0803879575655723
232080.704886,8183569.797313,"1.13.88.16",526,3,11,8,1,0,0.00296915983434368
232391.859957,8183335.871603,"1.13.88.160",534,9,12,8,0,0,0.079667712682312
232390.962942,8183328.931573,"1.13.88.161",534,9,12,8,0,0,0.0782872433227297
232385.931423,8183321.178921,"1.13.88.162",534,16,11,8,1,0,0.0024541937458736
232376.703699,8183324.625684,"1.13.88.163",534,9,12,8,0,0,0.0799678147170038
232370.410045,8183328.251687,"1.13.88.164",534,4,11,8,0,0,0.0790675086129284
232366.101442,8183335.173826,"1.13.88.165",534,9,12,8,0,0,0.0718650597803253
232361.853702,8183337.284159,"1.13.88.166",534,9,12,8,0,0,0.0780471616949763
232368.768931,8183445.017913,"1.13.88.167",535,9,12,8,0,0,0.0725853046635856
232369.443422,8183454.567072,"1.13.88.168",535,9,12,8,0,0,0.0620217130424344
232370.774541,8183463.08851,"1.13.88.169",535,9,12,8,0,0,0.0634622028089551
232056.377148,8183559.558422,"1.13.88.17",526,3,11,8,0,0,0.215733975211572
232369.607002,8183471.277826,"1.13.88.170",535,9,12,8,0,0,0.0602211008342837
232368.56904,8183481.862417,"1.13.88.171",535,9,12,8,0,0,0.0624418558910029
232371.761515,8183488.808207,"1.13.88.172",535,9,12,8,0,0,0.0613014681591741
232370.25311,8183501.680936,"1.13.88.173",535,9,12,8,0,0,0.067963733329332
232369.521286,8183512.870433,"1.13.88.174",535,7,11,8,1,0,0.00234375319608667
232367.433476,8183524.715972,"1.13.88.175",535,9,12,8,0,0,0.0685639373987156
232369.41272,8183531.324445,"1.13.88.176",535,5,11,8,1,0,0.0024076479202929
232370.113061,8183541.624554,"1.13.88.177",535,9,12,8,0,0,0.0932323246503811
232406.108234,8183547.556702,"1.13.88.178",535,24,11,8,1,0,0.00242584310665626
232407.120367,8183536.071539,"1.13.88.179",535,6,11,8,1,0,0.00230736282335994
232036.192211,8183564.395246,"1.13.88.18",526,9,12,8,0,0,0.207691240681832
232405.902678,8183530.854321,"1.13.88.180",535,6,11,8,1,0,0.00229424536342356
232405.37113,8183524.607312,"1.13.88.181",535,11,11,8,1,0,0.00228451305443851
232405.986827,8183517.818066,"1.13.88.182",535,11,11,8,1,0,0.00229889994598163
232406.20668,8183511.116609,"1.13.88.183",535,11,11,8,1,0,0.00228578248604526
232404.238186,8183504.300565,"1.13.88.184",535,6,11,8,1,0,0.00230270824080187
232407.280794,8183494.697274,"1.13.88.185",535,7,11,8,1,0,0.00232767372906788
232408.285032,8183485.229361,"1.13.88.186",535,18,11,8,1,0,0.00235475493667847
232409.607482,8183473.318578,"1.13.88.187",535,9,12,8,0,0,0.0644825497269072
232410.886424,8183464.943647,"1.13.88.188",535,9,12,8,0,0,0.0676636312946402
232411.272058,8183455.067297,"1.13.88.189",535,9,12,8,0,0,0.0682038149570854
232026.538346,8183570.309,"1.13.88.19",526,9,12,8,0,0,0.21141250591201
232411.269243,8183446.196777,"1.13.88.190",535,9,12,8,0,0,0.0757663862313186
232399.426882,8183446.428049,"1.13.88.191",535,24,11,8,1,0,0.0023611020947122
232391.572024,8183445.831975,"1.13.88.192",535,9,12,8,0,0,0.0598009579857151
232387.756937,8183444.674802,"1.13.88.193",535,9,12,8,0,0,0.0542190601404478
232381.659957,8183446.074295,"1.13.88.194",535,9,12,8,0,0,0.0581804069983794
232370.490803,8183567.684265,"1.13.88.195",536,5,11,8,1,0,0.00307579208931037
232361.009712,8183619.548254,"1.13.88.196",536,9,12,8,0,0,0.426945787227657
232389.452816,8183625.2623,"1.13.88.197",536,9,12,8,0,0,0.450533807154433
232417.953961,8183627.98031,"1.13.88.198",536,5,11,8,1,0,0.00397243394754216
232449.42172,8183623.597924,"1.13.88.199",536,9,12,8,0,0,0.44843309291159
232011.618775,8183602.117271,"1.13.88.2",526,9,12,8,0,0,0.237941525778765
232016.797455,8183574.947798,"1.13.88.20",526,9,12,8,0,0,0.211352485505072
232483.404868,8183625.452574,"1.13.88.200",536,9,12,8,0,0,0.46379831708781
232504.483592,8183628.053035,"1.13.88.201",536,9,12,8,0,0,0.454435133605426
232511.21559,8183574.396556,"1.13.88.202",536,16,11,8,1,0,0.00394746845927615
232516.387084,8183547.487255,"1.13.88.203",537,11,11,8,1,1,0.00705
232518.890701,8183540.31081,"1.13.88.204",537,7,11,8,0,0,0.567693641498109
232520.795675,8183528.199918,"1.13.88.205",537,7,11,8,1,0,0.00412518888422063
232519.884084,8183511.866541,"1.13.88.206",537,10,11,8,1,0,0.00396016277534362
232508.324563,8183512.426626,"1.13.88.207",537,9,12,8,0,0,0.462597908949043
232496.548015,8183511.133287,"1.13.88.208",537,11,11,8,1,1,0.00705
232488.868378,8183511.99465,"1.13.88.209",537,9,12,8,0,0,0.413141093631835
232006.727833,8183587.213369,"1.13.88.21",526,9,12,8,0,0,0.21837487311686
232478.737222,8183511.046245,"1.13.88.210",537,9,12,8,0,0,0.308285442710522
232468.394776,8183509.704177,"1.13.88.211",537,9,12,8,0,0,0.233620056479203
232457.166659,8183506.987906,"1.13.88.212",537,6,11,8,1,0,0.00270554120400936
232448.49245,8183506.389153,"1.13.88.213",537,9,12,8,0,0,0.138787813516596
232438.673382,8183505.230309,"1.13.88.214",537,7,11,8,0,0,0.117540589460417
232429.384514,8183506.76249,"1.13.88.215",537,26,11,8,1,0,0.0025202041894244
232429.787261,8183529.046374,"1.13.88.216",537,10,11,8,1,0,0.00250877930496369
232427.265016,8183543.513229,"1.13.88.217",537,10,11,8,1,0,0.0024816980973531
232437.166031,8183550.141192,"1.13.88.218",537,6,11,8,1,0,0.00249693127663406
232445.855251,8183544.772141,"1.13.88.219",537,9,12,8,0,0,0.103555834643779
232207.316702,8183614.231082,"1.13.88.22",527,9,12,8,0,0,0.463858337494748
232455.29472,8183545.799827,"1.13.88.220",537,14,11,8,1,0,0.00256336486405378
232459.309276,8183547.331739,"1.13.88.221",537,12,12,8,0,0,0.127143854570554
232467.205499,8183546.253134,"1.13.88.222",537,7,11,8,1,0,0.00263868447272073
232479.456909,8183548.712392,"1.13.88.223",537,11,11,8,1,0,0.00288833935538083
232488.137276,8183548.492489,"1.13.88.224",537,7,11,8,1,0,0.00309652613888722
232496.041444,8183548.959942,"1.13.88.225",537,6,11,8,1,0,0.00350485997239061
232506.219384,8183549.63396,"1.13.88.226",537,7,11,8,1,1,0.00705
232520.326552,8183487.718723,"1.13.88.227",538,14,11,8,1,0,0.00353067174839445
232521.825035,8183453.590221,"1.13.88.228",538,18,11,8,1,0,0.00267253598223396
232512.04825,8183451.527595,"1.13.88.229",538,16,11,8,1,0,0.00258452205749955
232235.817408,8183612.955951,"1.13.88.23",527,9,12,8,0,0,0.429286583098253
232500.293732,8183452.639555,"1.13.88.230",538,12,11,8,1,0,0.00251089502430826
232492.193481,8183451.613373,"1.13.88.231",538,14,11,8,1,0,0.00247196578836804
232481.746674,8183448.265751,"1.13.88.232",538,18,11,8,1,0,0.00246561863033431
232472.785382,8183451.550718,"1.13.88.233",538,9,12,8,0,0,0.0967735286597443
232462.604336,8183448.535123,"1.13.88.234",538,9,12,8,0,0,0.101815242842566
232452.112658,8183449.556575,"1.13.88.235",538,10,11,8,1,0,0.00243938371046156
232443.225737,8183449.336704,"1.13.88.236",538,16,11,8,1,0,0.00240553220094832
232432.95673,8183445.933723,"1.13.88.237",538,14,12,8,1,0,0.00244996230718444
232431.612857,8183464.020681,"1.13.88.238",538,14,12,8,1,0,0.00247788980253286
232436.6211,8183488.570773,"1.13.88.239",538,10,11,8,1,0,0.00260864125802773
232253.588502,8183617.780532,"1.13.88.24",527,9,12,8,0,0,0.39831605311806
232451.444838,8183482.738028,"1.13.88.240",538,9,12,8,0,0,0.138907854330472
232461.347279,8183485.132633,"1.13.88.241",538,9,12,8,0,0,0.150731874497329
232470.425452,8183483.491109,"1.13.88.242",538,9,12,8,0,0,0.164056404837645
232480.601901,8183484.785476,"1.13.88.243",538,9,12,8,0,0,0.181582363663646
232489.693932,8183487.163084,"1.13.88.244",538,7,11,8,1,0,0.00286718216193506
232498.9787,8183486.74427,"1.13.88.245",538,7,11,8,1,0,0.00312953136066263
232508.57448,8183486.294506,"1.13.88.246",538,16,11,8,1,1,0.00705
232521.523962,8183425.864937,"1.13.88.247",539,9,12,8,0,0,0.189144934937879
232522.585828,8183417.045049,"1.13.88.248",539,16,11,8,1,0,0.002717389232339
232524.517602,8183407.404893,"1.13.88.249",539,11,11,8,1,0,0.0027228901026349
232275.045415,8183619.151825,"1.13.88.25",527,9,12,8,0,0,0.378389278014525
232525.138137,8183398.163367,"1.13.88.250",539,16,11,8,1,0,0.00278255338815197
232526.41327,8183387.596082,"1.13.88.251",539,9,12,8,0,0,0.243523423624032
232526.750595,8183381.570739,"1.13.88.252",539,16,11,8,1,0,0.00304236372366605
232527.385164,8183375.495958,"1.13.88.253",539,4,12,8,1,1,0.00705
232527.312618,8183367.99473,"1.13.88.254",539,13,11,8,1,0,0.00322389244343077
232489.573613,8183366.771674,"1.13.88.255",539,9,12,8,0,0,0.159074711061761
232489.967091,8183375.235181,"1.13.88.256",539,16,11,8,1,0,0.00262048928635736
232488.502904,8183384.383461,"1.13.88.257",539,16,11,8,1,0,0.00259806266130484
232487.171025,8183394.812951,"1.13.88.258",539,9,12,8,0,0,0.124502956665266
232486.991485,8183403.110507,"1.13.88.259",539,9,12,8,0,0,0.116220140507773
232285.541903,8183620.730961,"1.13.88.26",527,9,12,8,0,0,0.383010849348779
232485.854542,8183408.961339,"1.13.88.260",539,9,12,8,0,0,0.104156038713162
232486.908789,8183413.591963,"1.13.88.261",539,14,12,8,1,0,0.00251808847007983
232484.415886,8183424.558853,"1.13.88.262",539,11,11,8,1,0,0.00253797623191885
232495.9193,8183424.874121,"1.13.88.263",539,11,11,8,1,0,0.0025392456635256
232528.813912,8183344.878987,"1.13.88.264",540,9,12,8,0,0,0.254087015245183
232529.716583,8183327.368949,"1.13.88.265",540,9,12,8,0,0,0.263570239541444
232530.213604,8183310.174649,"1.13.88.266",540,9,12,8,0,0,0.291599769581658
232518.956095,8183310.25235,"1.13.88.267",540,1,12,8,1,0,0.00321754528539704
232510.418873,8183313.085164,"1.13.88.268",540,11,11,8,1,1,0.00705
232500.726254,8183313.361315,"1.13.88.269",540,12,12,8,1,0,0.00288622363603625
232302.095795,8183620.670667,"1.13.88.27",527,9,12,8,0,0,0.349639503091051
232490.102562,8183309.091673,"1.13.88.270",540,12,11,8,1,0,0.00273346869935778
232479.734144,8183308.859312,"1.13.88.271",540,12,11,8,1,0,0.00264968621331253
232468.987303,8183311.842903,"1.13.88.272",540,12,11,8,1,0,0.00262260500570194
232460.836505,8183306.948644,"1.13.88.273",540,9,12,8,0,0,0.142208976712082
232451.426663,8183306.374313,"1.13.88.274",540,9,12,8,0,0,0.145510099093692
232440.713425,8183305.551267,"1.13.88.275",540,9,12,8,0,0,0.147610813336534
232431.271955,8183302.668082,"1.13.88.276",540,9,12,8,0,0,0.156613874377288
232423.048502,8183302.628622,"1.13.88.277",540,9,12,8,0,0,0.14154875223576
232414.533897,8183304.503676,"1.13.88.278",540,9,12,8,0,0,0.136987201308445
232404.257133,8183309.916933,"1.13.88.279",540,12,11,8,1,0,0.00267253598223396
232316.852289,8183620.675627,"1.13.88.28",527,9,12,8,0,0,0.307445157013385
232417.104434,8183336.523968,"1.13.88.280",540,9,12,8,0,0,0.14412962973411
232428.096583,8183334.955522,"1.13.88.281",540,13,11,8,1,0,0.00260610239481424
232437.988524,8183338.272543,"1.13.88.282",540,9,12,8,0,0,0.142088935898205
232447.52249,8183339.128519,"1.13.88.283",540,20,11,8,1,0,0.00264926306944361
232458.783503,8183337.179367,"1.13.88.284",540,9,12,8,0,0,0.140348344096993
232466.821757,8183339.156437,"1.13.88.285",540,9,12,8,0,0,0.147250690894904
232479.456944,8183341.082619,"1.13.88.286",540,9,12,8,0,0,0.158474506992377
232487.996365,8183341.501565,"1.13.88.287",540,9,12,8,0,0,0.155293425424644
232498.439398,8183342.337517,"1.13.88.288",540,14,12,8,1,0,0.00268861544925275
232507.236227,8183344.219197,"1.13.88.289",540,14,12,8,1,0,0.00278509225136546
232335.508091,8183621.920316,"1.13.88.29",527,9,12,8,0,0,0.288298647200048
232516.620205,8183341.724765,"1.13.88.290",540,9,12,8,0,0,0.21507375073525
232549.443597,8183430.439925,"1.13.88.291",542,9,12,8,0,0,0.380009829001861
232582.10618,8183430.768607,"1.13.88.292",542,9,12,8,0,0,0.449333399015665
232581.278463,8183419.878023,"1.13.88.293",542,12,11,8,1,0,0.00407695048316428
232581.443008,8183410.370252,"1.13.88.294",542,10,12,8,1,0,0.00422589712502251
232585.476866,8183399.904125,"1.13.88.295",542,14,11,8,1,1,0.00705
232582.507185,8183390.799306,"1.13.88.296",542,12,12,8,1,1,0.00705
232582.142976,8183381.764402,"1.13.88.297",542,9,12,8,0,0,0.626033477042194
232587.728078,8183371.601264,"1.13.88.298",542,12,11,8,1,1,0.00705
232588.159762,8183364.483276,"1.13.88.299",542,12,11,8,1,1,0.00705
232029.188579,8183603.145023,"1.13.88.3",526,9,12,8,0,0,0.242683137926895
232333.05695,8183605.945195,"1.13.88.30",527,9,12,8,0,0,0.257388137626793
232590.088821,8183358.3042,"1.13.88.300",542,13,11,8,1,1,0.00705
232590.189818,8183351.777269,"1.13.88.301",542,13,11,8,1,0,0.00398766712682312
232590.66207,8183343.763014,"1.13.88.302",542,9,12,8,0,0,0.394834869515635
232591.312322,8183338.118006,"1.13.88.303",542,13,11,8,1,0,0.00344985126943161
232589.932294,8183331.678416,"1.13.88.304",542,9,12,8,0,0,0.33067305449853
232589.256099,8183322.21493,"1.13.88.305",542,9,12,8,0,0,0.287578402316788
232590.507419,8183309.971324,"1.13.88.306",542,9,12,8,0,0,0.249405423503991
232573.605825,8183308.934259,"1.13.88.307",542,9,12,8,0,0,0.201149016325551
232566.188199,8183310.70922,"1.13.88.308",542,13,11,8,1,0,0.00276647392113319
232554.149239,8183308.968938,"1.13.88.309",542,24,11,8,1,0,0.00281301974671388
232332.810166,8183598.749951,"1.13.88.31",527,9,12,8,0,0,0.236561056419183
232554.463694,8183318.742033,"1.13.88.310",542,14,12,8,1,0,0.00276647392113319
232551.063895,8183329.385746,"1.13.88.311",542,9,12,8,0,0,0.235840811535922
232554.201842,8183337.283515,"1.13.88.312",542,9,12,8,0,0,0.254087015245183
232550.940217,8183348.468226,"1.13.88.313",542,9,12,8,0,0,0.284457341155993
232550.890815,8183359.818125,"1.13.88.314",542,9,12,8,0,0,0.285837810515575
232550.973484,8183367.955223,"1.13.88.315",542,11,11,8,1,0,0.00311048988656143
232551.454887,8183378.831139,"1.13.88.316",542,11,11,8,1,0,0.00305336546425785
232549.957185,8183390.230469,"1.13.88.317",542,14,11,8,1,0,0.00317311517916091
232548.992069,8183399.808074,"1.13.88.318",542,16,11,8,0,0,0.312426850789268
232549.219109,8183412.116321,"1.13.88.319",542,9,12,8,0,0,0.342317013444571
232333.230262,8183581.285233,"1.13.88.32",527,9,12,8,0,0,0.162495874257247
232541.815604,8183458.644718,"1.13.88.320",543,10,11,8,0,0,0.33685515641318
232543.152951,8183476.341146,"1.13.88.321",543,18,11,8,1,0,0.00359710533581418
232540.870135,8183485.918758,"1.13.88.322",543,13,11,8,1,0,0.00395169989796531
232541.910042,8183496.43415,"1.13.88.323",543,13,11,8,0,0,0.537983540063622
232540.977127,8183507.924319,"1.13.88.324",543,13,11,8,1,1,0.00705
232541.142449,8183517.344007,"1.13.88.325",543,7,11,8,1,1,0.00705
232540.542337,8183528.239802,"1.13.88.326",543,19,11,8,1,0,0.00504637308684953
232538.838801,8183538.059401,"1.13.88.327",543,18,12,8,1,0,0.00508784118600324
232536.465394,8183550.20847,"1.13.88.328",543,18,12,8,1,1,0.00705
232547.072985,8183552.238489,"1.13.88.329",543,13,11,8,1,1,0.00705
232332.717661,8183571.067976,"1.13.88.33",527,9,12,8,0,0,0.122282201608547
