"Provincia","Distrito","Localidad","Codigo","P","D","L"
"AQP","CAYMA","Los Sauces y Pampita Zevallos","1.3.1","1","3","1"
"AQP","CAYMA","Señor de la Caña","1.3.2","1","3","2"
"AQP","CAYMA","Urb.Leon XIII","1.3.3","1","3","3"
"AQP","CAYMA","La Canoa","1.3.4","1","3","4"
"AQP","CAYMA","Cercado de Cayma","1.3.5","1","3","5"
"AQP","CAYMA","La Esplanada","1.3.6","1","3","6"
"AQP","CAYMA","Avidge","1.3.7","1","3","7"
"AQP","CAYMA","5ta.Chavez y Urb.El Remanzo","1.3.8","1","3","8"
"AQP","CAYMA","Residencial Monte Rosa","1.3.9","1","3","9"
"AQP","CAYMA","Villa Cayma-5ta.Monte Flor 1-5ta.Monte Flor 2-5ta.-Monica","1.3.10","1","3","10"
"AQP","CAYMA","Urb.Los Portales","1.3.11","1","3","11"
"AQP","CAYMA","Urb.Macondo","1.3.12","1","3","12"
"AQP","CAYMA","Urb.La Colina de los Arces","1.3.13","1","3","13"
"AQP","CAYMA","Urb.Santa Elisa","1.3.14","1","3","14"
"AQP","CAYMA","Urb.Linda Vista","1.3.15","1","3","15"
"AQP","CAYMA","Urb.Coperativa Ingenieros-Gloria I-Gloria II","1.3.16","1","3","16"
"AQP","CAYMA","Urb.Señorial","1.3.17","1","3","17"
"AQP","CAYMA","Urb.Heresi-los Cerezos-Los Almendros-Los Manzanos-Los Olivos-La Candelaria-La Encantada-Los Guindos-Tronco de Oro-Los Ciruelos-Alto de mi Gloria-El Bosque-Los Magnus","1.3.18","1","3","18"
"AQP","CAYMA","Urb.Rosario-Zona Residencial-Las Condes","1.3.19","1","3","19"
"AQP","CAYMA","Cerro San Jacinto","1.3.20","1","3","20"
"AQP","CAYMA","Urb.Las Azucenas","1.3.21","1","3","21"
"AQP","CAYMA","Pueblo Tradicional-Urb.Entel Peru-Urb.El Carmen-Urb.El Campo-Urb.Belloo Campo-Residencial Almuera-Residencial Las Condes-5ta.San Nicolas-5ta.la Floresta-5ta.Mirador","1.3.22","1","3","22"
"AQP","CAYMA","Los Angeles de Cayma-Urb.Jorge Basadre-Urb.Santa Elisa-Urb. Marisol","1.3.23","1","3","23"
"AQP","CAYMA",NULL,"1.3.24","1","3","24"
"AQP","CAYMA","Urb.La Marina-Urb.San Dorian-Autodema","1.3.25","1","3","25"
"AQP","CAYMA","Urb.La Chacrita-Urb.Bello Horizonte-Urb.Los Angeles","1.3.26","1","3","26"
"AQP","CAYMA","Urb.San Antonio-Urb.El Mirador","1.3.27","1","3","27"
"AQP","CAYMA","Urb.Bello Amanecer","1.3.28","1","3","28"
"AQP","CAYMA","Urb Las Terrazas","1.3.29","1","3","29"
"AQP","CAYMA","Urb.La Campiña","1.3.30","1","3","30"
"AQP","CAYMA","Urb. Los Girasoles-Puerta del Sol-Los Sauces de Cayma-Los Delfines","1.3.31","1","3","31"
"AQP","CAYMA","Urb.Los Andenes-Magdalena","1.3.32","1","3","32"
"AQP","CAYMA","Urb. Las Lomas de Cayma                                  ","1.3.33","1","3","33"
"AQP","CAYMA","Carmen Alto","1.3.34","1","3","34"
"AQP","CAYMA","Tronchaderos","1.3.35","1","3","35"
"AQP","CAYMA","Acequia Alta","1.3.36","1","3","36"
"AQP","CAYMA","Peblo Tradicional La Tomilla","1.3.37","1","3","37"
"AQP","CAYMA","Urb. Ecologica","1.3.38","1","3","38"
"AQP","CAYMA","Amp. La Tomilla","1.3.39","1","3","39"
"AQP","CAYMA","Juan Velazco Alvarado","1.3.40","1","3","40"
"AQP","CAYMA","Monte Verde","1.3.41","1","3","41"
"AQP","CAYMA","Chachani","1.3.42","1","3","42"
"AQP","CAYMA","Francisco Bolognesi","1.3.43","1","3","43"
"AQP","CAYMA","Villa Mirador de Chilina","1.3.44","1","3","44"
"AQP","CAYMA","Asociacion Santuario Charcani Virgen de Chapi","1.3.45","1","3","45"
"AQP","CAYMA","Urb.Maria Parado de Bellido","1.3.46","1","3","46"
"AQP","CAYMA","Urb.San Martin de Porras","1.3.47","1","3","47"
"AQP","CAYMA","Urb.Jose Olaya","1.3.48","1","3","48"
"AQP","CAYMA","Cielo Azul-Las Cortaderas-Upis Dean Valdivia","1.3.49","1","3","49"
"AQP","CAYMA","Quiñones -Amp.Quiñones","1.3.50","1","3","50"
"AQP","CAYMA","Haya de la Torre","1.3.51","1","3","51"
"AQP","CAYMA","Virgen de Chapi","1.3.52","1","3","52"
"AQP","CAYMA","20 de Febrero","1.3.53","1","3","53"
"AQP","CAYMA","Jose Olaya","1.3.54","1","3","54"
"AQP","CAYMA","Micaela Bastidas","1.3.55","1","3","55"
"AQP","CAYMA","Sr. De los Milagros","1.3.56","1","3","56"
"AQP","CAYMA","Urb. Rafael Belaunde","1.3.57","1","3","57"
"AQP","CAYMA","Los Descend. de R. Belaunde Gran Caiman","1.3.58","1","3","58"
"AQP","CAYMA","Sta Rosa de Lima","1.3.59","1","3","59"
"AQP","CAYMA","Primero de Junio","1.3.60","1","3","60"
"AQP","CAYMA","30 de Marzo","1.3.61","1","3","61"
"AQP","CAYMA","Sol de los Andes","1.3.62","1","3","62"
"AQP","CAYMA","Embajada del Japon A y B","1.3.63","1","3","63"
"AQP","CAYMA","Los Pioneros","1.3.64","1","3","64"
"AQP","CAYMA","Cabretilla","1.3.65","1","3","65"
"AQP","CAYMA","Escuela Charcani-Hidroelectrica","1.3.66","1","3","66"
"AQP","CAYMA","Andres Avelino Caceres","1.3.67","1","3","67"
"AQP","CAYMA","San Pedro Jesus Divino","1.3.68","1","3","68"
"AQP","CAYMA","Buenos Aires","1.3.69","1","3","69"
"AQP","CAYMA","Casimiro Cuadros II","1.3.70","1","3","70"
"AQP","CAYMA","Las Malvinas","1.3.71","1","3","71"
"AQP","CAYMA","Virgen de La Candelaria","1.3.72","1","3","72"
"AQP","CAYMA","Ramiro Priale","1.3.73","1","3","73"
"AQP","CAYMA","Comité  14","1.3.74","1","3","74"
"AQP","CAYMA","Villa Continental","1.3.75","1","3","75"
"AQP","CAYMA","Cesar Vallejo","1.3.76","1","3","76"
"AQP","CAYMA","Casimiro Cuadros II","1.3.77","1","3","77"
"AQP","CAYMA","M.A. Odria.  R. Priale","1.3.78","1","3","78"
"AQP","CAYMA","J. C. Mariategui","1.3.79","1","3","79"
"AQP","CAYMA","Juan Pablo II","1.3.80","1","3","80"
"AQP","CAYMA","19 de Enero","1.3.81","1","3","81"
"AQP","CAYMA","J. A. Quiñonez II Etapa","1.3.82","1","3","82"
"AQP","CAYMA","San Miguel","1.3.83","1","3","83"
"AQP","CAYMA","Sr. De Huanca","1.3.84","1","3","84"
"AQP","CAYMA","Villa Sr. De Huanca Villa Continental","1.3.85","1","3","85"
"AQP","CAYMA","Sol de Oro","1.3.86","1","3","86"
"AQP","CAYMA","Estrella I","1.3.87","1","3","87"
"AQP","CAYMA","Enace Sector II","1.3.88","1","3","88"
"AQP","CAYMA","Enace Sector III","1.3.89","1","3","89"
"AQP","CAYMA","Enace Sector IV","1.3.90","1","3","90"
"AQP","CAYMA","Enace Sector V","1.3.91","1","3","91"
"AQP","CAYMA","Enace Sector VI","1.3.92","1","3","92"
"AQP","CAYMA","Enace Sector XIII","1.3.93","1","3","93"
"AQP","CAYMA","Enace Sector XIII","1.3.94","1","3","94"
"AQP","CAYMA","Enace Sector XIII","1.3.95","1","3","95"
"AQP","CAYMA","Enace Sector IX","1.3.96","1","3","96"
"AQP","CAYMA","Enace Sector VII","1.3.97","1","3","97"
"AQP","CAYMA","Enace Sector VIII","1.3.98","1","3","98"
"AQP","CAYMA","Primero de Junio zona B","1.3.99","1","3","99"
"AQP","CAYMA","El Triunfo","1.3.100","1","3","100"
"AQP","CAYMA","11 de Mayo","1.3.101","1","3","101"
"AQP","CAYMA","Sr. De los Milagros","1.3.102","1","3","102"
"AQP","CHARACATO","Chacapato","1.5.1","1","5","1"
"AQP","CHARACATO","Buena Vista","1.5.2","1","5","2"
"AQP","CHARACATO","Yanayaco","1.5.3","1","5","3"
"AQP","CHARACATO","Cerrillo","1.5.4","1","5","4"
"AQP","CHARACATO","La Huaylla","1.5.5","1","5","5"
"AQP","CHARACATO","Cancahuani","1.5.6","1","5","6"
"AQP","CHARACATO","PT Characato","1.5.7","1","5","7"
"AQP","CHARACATO","San Francisco","1.5.8","1","5","8"
"AQP","CHARACATO","28 de Julio","1.5.9","1","5","9"
"AQP","CHARACATO","Cerro San Cosme","1.5.10","1","5","10"
"AQP","CHARACATO","Gustavo Mohme","1.5.11","1","5","11"
"AQP","CHARACATO","Villa Santa Luisa Nuevo Characato","1.5.12","1","5","12"
"AQP","CHARACATO","Juventud Characato","1.5.13","1","5","13"
"AQP","CHARACATO","Amp. Characato","1.5.14","1","5","14"
"AQP","CHARACATO","La Huaylla Ladrilleros","1.5.15","1","5","15"
"AQP","CHARACATO","Villa Victoria","1.5.16","1","5","16"
"AQP","CHARACATO","Villa San Juan","1.5.17","1","5","17"
"AQP","CHARACATO","Villa Fortaleza","1.5.18","1","5","18"
"AQP","CHARACATO",NULL,"1.5.19","1","5","19"
"AQP","CHARACATO","Amp. San Francisco","1.5.20","1","5","20"
"AQP","CHARACATO","Asovich","1.5.21","1","5","21"
"AQP","CHARACATO","Umapalca","1.5.22","1","5","22"
"AQP","HUNTER","Santa Martha","1.7.1","1","7","1"
"AQP","HUNTER","Loma Verde","1.7.2","1","7","2"
"AQP","HUNTER","Señor de Huanca","1.7.3","1","7","3"
"AQP","HUNTER","13 de Mayo","1.7.4","1","7","4"
"AQP","HUNTER","San Juan Bautista","1.7.5","1","7","5"
"AQP","HUNTER","13 de Agosto","1.7.6","1","7","6"
"AQP","HUNTER","La Merced","1.7.7","1","7","7"
"AQP","HUNTER","PT Pampas del Cuzco","1.7.8","1","7","8"
"AQP","HUNTER","Fray Martin de Porras","1.7.9","1","7","9"
"AQP","HUNTER","Zona E Sector 3","1.7.10","1","7","10"
"AQP","HUNTER","Los Angeles","1.7.11","1","7","11"
"AQP","HUNTER","Comité 38","1.7.12","1","7","12"
"AQP","HUNTER","Amp. Caminos del Inca","1.7.13","1","7","13"
"AQP","HUNTER","Jose Carlos Mariategui","1.7.14","1","7","14"
"AQP","HUNTER","Coop. Los Balcones","1.7.15","1","7","15"
"AQP","HUNTER","Caminos del Inca","1.7.16","1","7","16"
"AQP","HUNTER","Alto Caminos del Inca","1.7.17","1","7","17"
"AQP","HUNTER","Vista Alegre","1.7.18","1","7","18"
"AQP","HUNTER","Morro de Arica","1.7.19","1","7","19"
"AQP","HUNTER","28 de Julio","1.7.20","1","7","20"
"AQP","HUNTER","Los Balcones de 28 de Julio","1.7.21","1","7","21"
"AQP","HUNTER","Via Paisajista","1.7.22","1","7","22"
"AQP","HUNTER","PT Tingo Grande","1.7.23","1","7","23"
"AQP","HUNTER","Cercado de Hunter","1.7.24","1","7","24"
"AQP","HUNTER","Zona A Hunter","1.7.25","1","7","25"
"AQP","HUNTER","Chilpinilla","1.7.26","1","7","26"
"AQP","HUNTER","San Juan de Dios","1.7.27","1","7","27"
"AQP","HUNTER","Milagros","1.7.28","1","7","28"
"AQP","HUNTER","Nueva Generacion","1.7.29","1","7","29"
"AQP","HUNTER","Urb Daniel Alcides Carrión","1.7.30","1","7","30"
"AQP","HUNTER","Augusto Freyre","1.7.31","1","7","31"
"AQP","HUNTER","El Mistiano","1.7.32","1","7","32"
"AQP","HUNTER","Villa San Isidro","1.7.33","1","7","33"
"AQP","HUNTER","Coop. El Carmen","1.7.34","1","7","34"
"AQP","HUNTER","La Florida","1.7.35","1","7","35"
"AQP","HUNTER","Coop. Andres Avelino Caceres","1.7.36","1","7","36"
"AQP","HUNTER","León del Sur","1.7.37","1","7","37"
"AQP","HUNTER","Arias Aragüez","1.7.38","1","7","38"
"AQP","HUNTER","Alto Alianza","1.7.39","1","7","39"
"AQP","HUNTER","Granja Santa Monica","1.7.40","1","7","40"
"AQP","HUNTER","UPIS Paisajista","1.7.41","1","7","41"
"AQP","HUNTER","Huasacache","1.7.42","1","7","42"
"AQP","HUNTER","Hong Kong","1.7.43","1","7","43"
"AQP","HUNTER","Campiña Ecológica","1.7.44","1","7","44"
"AQP","HUNTER","La Mancion I","1.7.45","1","7","45"
"AQP","HUNTER","La Mancion II","1.7.46","1","7","46"
"AQP","HUNTER","Villa Paraiso","1.7.47","1","7","47"
"AQP","HUNTER","Nueva Jerusalen","1.7.48","1","7","48"
"AQP","HUNTER","Villa Sevilla","1.7.49","1","7","49"
"AQP","HUNTER","PT Villa Salaverry","1.7.50","1","7","50"
"AQP","HUNTER","Villa Jardin","1.7.51","1","7","51"
"AQP","HUNTER","Bella Vista","1.7.52","1","7","52"
"AQP","HUNTER","La Colina I y II","1.7.53","1","7","53"
"AQP","HUNTER","Los Rosales","1.7.25A","1","7","25A"
"AQP","HUNTER","Los Bosques","1.7.35A","1","7","35A"
"AQP","HUNTER","Amp. León del Sur","1.7.37A","1","7","37A"
"AQP","HUNTER","Mirador de Huasacache","1.7.42A","1","7","42A"
"AQP","HUNTER","Buen Panorama","1.7.43A","1","7","43A"
"AQP","HUNTER","Los Montoneros","1.7.48A","1","7","48A"
"AQP","HUNTER","La Gonzales","1.7.48B","1","7","48B"
"AQP","HUNTER","Villa La Posada","1.7.48C","1","7","48C"
"AQP","HUNTER","Virgen de Chapi","1.7.48D","1","7","48D"
"AQP","HUNTER","Amp. 13 de Agosto","1.7.6A","1","7","6A"
"AQP","HUNTER","UPMP La Merced","1.7.7A","1","7","7A"
"AQP","HUNTER","Amp. Pampas del Cuzco","1.7.8A","1","7","8A"
"AQP","JLByR","Pedro Paulet Mostajo","1.8.1","1","8","1"
"AQP","JLByR","Virgen de Copacabana","1.8.2","1","8","2"
"AQP","JLByR","Sol y Luna","1.8.3","1","8","3"
"AQP","JLByR","Buena Vista","1.8.4","1","8","4"
"AQP","JLByR","Esmeraldas","1.8.5","1","8","5"
"AQP","JLByR","Santa Monica","1.8.6","1","8","6"
"AQP","JLByR","Ricardo Palma / Jorge Basadre","1.8.7","1","8","7"
"AQP","JLByR","La Breña / Betania","1.8.8","1","8","8"
"AQP","JLByR","PJ San Agustín / Amp San Agustín","1.8.9","1","8","9"
"AQP","JLByR","La Unión","1.8.10","1","8","10"
"AQP","JLByR","3 de Octubre","1.8.11","1","8","11"
"AQP","JLByR","Simón Bolivar","1.8.12","1","8","12"
"AQP","JLByR","Tasahuayo","1.8.13","1","8","13"
"AQP","JLByR","Mi Perú","1.8.14","1","8","14"
"AQP","JLByR","Los Olivos","1.8.15","1","8","15"
"AQP","JLByR","13 de Enero","1.8.16","1","8","16"
"AQP","JLByR","PT Cerro July","1.8.17","1","8","17"
"AQP","JLByR","Villa Hermosa Zona A y B","1.8.18","1","8","18"
"AQP","JLByR","Urb. Villa Manuelito","1.8.19","1","8","19"
"AQP","JLByR","Asoc. Villa Quiroz / Alfonso Quiroz","1.8.20","1","8","20"
"AQP","JLByR","Rodantes del Sur","1.8.21","1","8","21"
"AQP","JLByR","Viña del Mar","1.8.22","1","8","22"
"AQP","JLByR","Casuarinas/Satelite Chico","1.8.23","1","8","23"
"AQP","JLByR",NULL,"1.8.24","1","8","24"
"AQP","JLByR","Los Huertos","1.8.25","1","8","25"
"AQP","JLByR","Urb. Santa Clara","1.8.26","1","8","26"
"AQP","JLByR","Urb. Alas del Sur","1.8.27","1","8","27"
"AQP","JLByR","La Florida","1.8.28","1","8","28"
"AQP","JLByR","2 de Mayo","1.8.29","1","8","29"
"AQP","JLByR","Colon","1.8.30","1","8","30"
"AQP","JLByR","Villa los Francos","1.8.31","1","8","31"
"AQP","JLByR","Urb. Dolores","1.8.32","1","8","32"
"AQP","JLByR","Urb. Amauta","1.8.33","1","8","33"
"AQP","JLByR","Pedro Diez Canseco","1.8.34","1","8","34"
"AQP","JLByR","Coop. Virgen del Carmen","1.8.35","1","8","35"
"AQP","JLByR","Coop. Riego Chili","1.8.36","1","8","36"
"AQP","JLByR",NULL,"1.8.37","1","8","37"
"AQP","JLByR","Bartolome Herrera","1.8.38","1","8","38"
"AQP","JLByR","San Basilio","1.8.39","1","8","39"
"AQP","JLByR","Villa Electrica","1.8.40","1","8","40"
"AQP","JLByR","Urb. Puerta Verde","1.8.41","1","8","41"
"AQP","JLByR","La Alborada","1.8.14A","1","8","14A"
"AQP","LA JOYA","Km. 48","1.9.1","1","9","1"
"AQP","LA JOYA",NULL,"1.9.2","1","9","2"
"AQP","LA JOYA",NULL,"1.9.3","1","9","3"
"AQP","LA JOYA","Leche Gloria","1.9.4","1","9","4"
"AQP","LA JOYA","Paraiso","1.9.5","1","9","5"
"AQP","LA JOYA","los Medanos","1.9.6","1","9","6"
"AQP","LA JOYA",NULL,"1.9.7","1","9","7"
"AQP","LA JOYA","PPJJ San Isidro","1.9.8","1","9","8"
"AQP","LA JOYA","Cerrito La Victoria","1.9.9","1","9","9"
"AQP","LA JOYA","Los Laureles","1.9.10","1","9","10"
"AQP","LA JOYA","Las Dunas y Primavera","1.9.11","1","9","11"
"AQP","LA JOYA","Villa La Joya","1.9.12","1","9","12"
"AQP","LA JOYA","Rio de Janeiro","1.9.13","1","9","13"
"AQP","LA JOYA","Los Milagros","1.9.14","1","9","14"
"AQP","LA JOYA",NULL,"1.9.15","1","9","15"
"AQP","LA JOYA","Pueblo La Joya","1.9.16","1","9","16"
"AQP","LA JOYA","Palca","1.9.17","1","9","17"
"AQP","LA JOYA","Pueblo Libre","1.9.18","1","9","18"
"AQP","LA JOYA","Benito Lazo","1.9.19","1","9","19"
"AQP","LA JOYA","Semi Rural La Joya","1.9.20","1","9","20"
"AQP","LA JOYA","Cerrito Buena Vista","1.9.21","1","9","21"
"AQP","LA JOYA","Los Rosales","1.9.22","1","9","22"
"AQP","LA JOYA","El Triunfo I el Cruce","1.9.23","1","9","23"
"AQP","LA JOYA","Marco Jara","1.9.24","1","9","24"
"AQP","LA JOYA","Mi Buen Jesus","1.9.25","1","9","25"
"AQP","LA JOYA","La Victoria","1.9.22A","1","9","22A"
"AQP","MARIANO MELGAR","San Lorenzo","1.10.1","1","10","1"
"AQP","MARIANO MELGAR","PT Mariano Melgar","1.10.2","1","10","2"
"AQP","MARIANO MELGAR","Santa Rita de Casia","1.10.3","1","10","3"
"AQP","MARIANO MELGAR","Mariano Bustamante","1.10.4","1","10","4"
"AQP","MARIANO MELGAR","Amp. Alto Cenepa","1.10.5","1","10","5"
"AQP","MARIANO MELGAR","Villa Cenepa","1.10.6","1","10","6"
"AQP","MARIANO MELGAR","Los Alpes","1.10.7","1","10","7"
"AQP","MARIANO MELGAR","Monte Olimpo","1.10.8","1","10","8"
"AQP","MARIANO MELGAR","Cerro La Chilca","1.10.9","1","10","9"
"AQP","MARIANO MELGAR","PPJJ Mariano Bustamante","1.10.10","1","10","10"
"AQP","MARIANO MELGAR","Santo Domingo","1.10.11","1","10","11"
"AQP","MARIANO MELGAR","Los Balcones","1.10.12","1","10","12"
"AQP","MARIANO MELGAR","Atalaya","1.10.13","1","10","13"
"AQP","MARIANO MELGAR","Señor de los Milagros","1.10.14","1","10","14"
"AQP","MARIANO MELGAR","Buena Vista","1.10.15","1","10","15"
"AQP","MARIANO MELGAR","La Rinconada y Villa Maria el Triunfo","1.10.16","1","10","16"
"AQP","MARIANO MELGAR","Los Rosales","1.10.17","1","10","17"
"AQP","MARIANO MELGAR","Pueblo Libre","1.10.18","1","10","18"
"AQP","MARIANO MELGAR","Berlin","1.10.19","1","10","19"
"AQP","MARIANO MELGAR","San Francisco ","1.10.20","1","10","20"
"AQP","MARIANO MELGAR","El Mirador","1.10.21","1","10","21"
"AQP","MARIANO MELGAR","Los Angeles","1.10.22","1","10","22"
"AQP","MARIANO MELGAR","Jose Maria Argüedas","1.10.23","1","10","23"
"AQP","MARIANO MELGAR","Cerrito Belén y Nueva Generación","1.10.24","1","10","24"
"AQP","MARIANO MELGAR","Los Olivos","1.10.25","1","10","25"
"AQP","MARIANO MELGAR","Nuevo Milenio","1.10.26","1","10","26"
"AQP","MARIANO MELGAR","El Gran Chaparral ","1.10.27","1","10","27"
"AQP","MARIANO MELGAR","Héroes de Cenepa Zona B","1.10.28","1","10","28"
"AQP","MARIANO MELGAR","San Gerónimo ","1.10.29","1","10","29"
"AQP","MARIANO MELGAR","Héroes de Cenepa Zona A","1.10.30","1","10","30"
"AQP","MARIANO MELGAR","Virgen del Rosario","1.10.31","1","10","31"
"AQP","MARIANO MELGAR","Nueva Israel","1.10.32","1","10","32"
"AQP","MARIANO MELGAR","Villamar","1.10.33","1","10","33"
"AQP","MARIANO MELGAR","Virgen de Chapi","1.10.34","1","10","34"
"AQP","MARIANO MELGAR","Señor de Huanca","1.10.35","1","10","35"
"AQP","MARIANO MELGAR","Jerusalén","1.10.36","1","10","36"
"AQP","MARIANO MELGAR","Generalísimo San Martín","1.10.37","1","10","37"
"AQP","MARIANO MELGAR","Santa Rosa","1.10.38","1","10","38"
"AQP","MARIANO MELGAR","Amp. Atalaya","1.10.13A","1","10","13A"
"AQP","MARIANO MELGAR","PJ Las Rocas","1.10.14A","1","10","14A"
"AQP","MIRAFLORES","COOP. SAENZ PEÑA","1.11.1","1","11","1"
"AQP","MIRAFLORES","COOP. SAN ANTONIO","1.11.2","1","11","2"
"AQP","MIRAFLORES","P. T.  MIRAFLORES PARTE BAJA","1.11.3","1","11","3"
"AQP","MIRAFLORES","ZONA COMERCIAL FERIA DEL ALTIPLANO","1.11.4","1","11","4"
"AQP","MIRAFLORES","MALECON CHORRILLOS","1.11.5","1","11","5"
"AQP","MIRAFLORES","PEDRO RUIZ GALLO","1.11.6","1","11","6"
"AQP","MIRAFLORES","CUARTEL GENERAL SALAVERRY","1.11.7","1","11","7"
"AQP","MIRAFLORES","VILLA DE OFICIALES MIRAFLORES","1.11.8","1","11","8"
"AQP","MIRAFLORES","P. T. MIRAFLORES PARTE INTERMEDIA","1.11.9","1","11","9"
"AQP","MIRAFLORES","CERCADO- LA CHAVELA","1.11.10","1","11","10"
"AQP","MIRAFLORES","TERMINAL CALVARIO","1.11.11","1","11","11"
"AQP","MIRAFLORES","URB. CHAPI CHICO","1.11.12","1","11","12"
"AQP","MIRAFLORES","LAS PALMERAS - LOS GUINDOS","1.11.13","1","11","13"
"AQP","MIRAFLORES","EDIFICADORES MISTI A","1.11.14","1","11","14"
"AQP","MIRAFLORES","URB. SALAVERRY","1.11.15","1","11","15"
"AQP","MIRAFLORES","COOPERATIVA 14","1.11.16","1","11","16"
"AQP","MIRAFLORES","GARCILAZO DE LA VEGA","1.11.17","1","11","17"
"AQP","MIRAFLORES","EDIFICADORES MISTI B","1.11.18","1","11","18"
"AQP","MIRAFLORES","MALECON IQUIQUE","1.11.19","1","11","19"
"AQP","MIRAFLORES","PEÑON ALFONSO UGARTE  - LAS PEÑAS","1.11.20","1","11","20"
"AQP","MIRAFLORES","SOLIDARIDAD","1.11.21","1","11","21"
"AQP","MIRAFLORES","EL PORVENIR MRAFLORES","1.11.22","1","11","22"
"AQP","MIRAFLORES","LUCEROS DEL MISTI","1.11.23","1","11","23"
"AQP","MIRAFLORES","FRANCISCO MOSTAJO","1.11.24","1","11","24"
"AQP","MIRAFLORES","PARQUE ARTESANAL-U. NEISSER-CLAVELES","1.11.25","1","11","25"
"AQP","MIRAFLORES","VILLA ESPERANZA","1.11.26","1","11","26"
"AQP","MIRAFLORES","PROLONGACION GOYENECHE","1.11.27","1","11","27"
"AQP","MIRAFLORES","LA ISLA","1.11.28","1","11","28"
"AQP","MIRAFLORES","VILLA GOYENECHE","1.11.29","1","11","29"
"AQP","MIRAFLORES","VILLA FAMILIA-BUEN AMANECER","1.11.30","1","11","30"
"AQP","MIRAFLORES","URB. JOSE GARCIA RONCEROS","1.11.31","1","11","31"
"AQP","MIRAFLORES","LOS INCAS","1.11.32","1","11","32"
"AQP","MIRAFLORES","SR. DE LOS MILAGROS-OLIVOS","1.11.33","1","11","33"
"AQP","MIRAFLORES","TAHUANTINSUYO","1.11.34","1","11","34"
"AQP","MIRAFLORES","FUERTE ARICA","1.11.35","1","11","35"
"AQP","MIRAFLORES","VILLA ARICA","1.11.36","1","11","36"
"AQP","MIRAFLORES","VILLA COYLLORITE","1.11.37","1","11","37"
"AQP","MIRAFLORES","SEÑOR DE COYLLORITE","1.11.38","1","11","38"
"AQP","MIRAFLORES","VILLA LA PRADERA A","1.11.39","1","11","39"
"AQP","MIRAFLORES","VILLA LA PRADERA B","1.11.40","1","11","40"
"AQP","MIRAFLORES","JUAN XXIII A","1.11.41","1","11","41"
"AQP","MIRAFLORES","JUAN XXIII B","1.11.42","1","11","42"
"AQP","MIRAFLORES","ALTO JUAN XXIII","1.11.43","1","11","43"
"AQP","MIRAFLORES","GALAXIAS B","1.11.44","1","11","44"
"AQP","MIRAFLORES","GALAXIAS A","1.11.45","1","11","45"
"AQP","MIRAFLORES","GIRASOLES","1.11.46","1","11","46"
"AQP","MIRAFLORES","LOS CUETEROS","1.11.47","1","11","47"
"AQP","MIRAFLORES","GALAXIAS C","1.11.48","1","11","48"
"AQP","MIRAFLORES","AMPL. HEROES DEL PACIFICO","1.11.49","1","11","49"
"AQP","MIRAFLORES","CORAZON DE JESUS","1.11.50","1","11","50"
"AQP","MIRAFLORES","HEROES DEL PACIFCO","1.11.51","1","11","51"
"AQP","MIRAFLORES","TOMASA TITO CONDEMAYTA","1.11.52","1","11","52"
"AQP","MIRAFLORES","CRISTO BLANCO","1.11.53","1","11","53"
"AQP","MIRAFLORES","EL SALVADOR","1.11.54","1","11","54"
"AQP","MIRAFLORES","MATEO PUMACAHUA","1.11.55","1","11","55"
"AQP","MIRAFLORES","GRANJA LOS SAUCES","1.11.56","1","11","56"
"AQP","MIRAFLORES","VILLA EL SALVADOR","1.11.57","1","11","57"
"AQP","MIRAFLORES","EL MIRADOR DE MIRAFLORES","1.11.58","1","11","58"
"AQP","MIRAFLORES","SEÑOR DE LOS MILAGROS","1.11.59","1","11","59"
"AQP","MIRAFLORES","GRANJA NUEVO AMANECER","1.11.60","1","11","60"
"AQP","MOLLEBAYA","Alcosa Pajonal Mirador","1.12.1","1","12","1"
"AQP","MOLLEBAYA","Señor de los Milagros","1.12.2","1","12","2"
"AQP","MOLLEBAYA","Chapi Ladrillerias","1.12.3","1","12","3"
"AQP","MOLLEBAYA","San Isidro","1.12.4","1","12","4"
"AQP","MOLLEBAYA","Machahuaya","1.12.5","1","12","5"
"AQP","MOLLEBAYA","Santa Ana","1.12.6","1","12","6"
"AQP","MOLLEBAYA","Mollebaya","1.12.7","1","12","7"
"AQP","PAUCARPATA","PT Paucarpata","1.13.1","1","13","1"
"AQP","PAUCARPATA","Jesus Nazareno","1.13.2","1","13","2"
"AQP","PAUCARPATA","Mirador de San Lucas y San Ignacio","1.13.3","1","13","3"
"AQP","PAUCARPATA","La Finca","1.13.4","1","13","4"
"AQP","PAUCARPATA","La Fabela","1.13.5","1","13","5"
"AQP","PAUCARPATA","Villa Los Pinos, Inmaculada Concepción, Las Flores, El Establo","1.13.6","1","13","6"
"AQP","PAUCARPATA","La Chacrita","1.13.7","1","13","7"
"AQP","PAUCARPATA","Alto Paucarpata","1.13.8","1","13","8"
"AQP","PAUCARPATA","Nueva Alborada","1.13.9","1","13","9"
"AQP","PAUCARPATA","Santa Maria I","1.13.10","1","13","10"
"AQP","PAUCARPATA","Tres Marias","1.13.11","1","13","11"
"AQP","PAUCARPATA","Santa Maria II","1.13.12","1","13","12"
"AQP","PAUCARPATA","Buena Vista II","1.13.13","1","13","13"
"AQP","PAUCARPATA","Buena Vista III","1.13.14","1","13","14"
"AQP","PAUCARPATA","Buena Vista I","1.13.15","1","13","15"
"AQP","PAUCARPATA","Texas 2000","1.13.16","1","13","16"
